probe_name	transcript_name	function	structural	category	sub category 1	Officix7515_In1.c	Officix7515_In1.t	Officix7515_In5.c	Officix7515_In5.t	Officix7515_L1.c	Officix7515_L1.t	Robustx7515_In1.c	Robustx7515_In1.t	Robustx7515_In5.c	Robustx7515_In5.t	Robustx7515_L1.c	Robustx7515_L1.t	Spontx7515_In1.c	Spontx7515_In1.t	Spontx7515_In5.c	Spontx7515_In5.t	Spontx7515_L1.c	Spontx7515_L1.t
GS1_SS_03606_02156	SCCCCL3001E10.b	.	.	.	.	9.5472	9.6336	9.1857	10.7974	7.968	7.6247	8.8627	9.1911	8.9174	9.7161	8.5937	7.154	9.4409	10.0181	8.6311	9.4954	8.4487	7.1899
GS1_SS_01157_11139	SCSGCL6071C02.g	.	.	.	RecName:KH domain-containing protein At4g18375	7.3357	7.2155	6.8052		6.6062	6.4961	7.1773	7.6357	6.9588	7.3372	6.4708		7.1585	7.7102	6.6218	6.8503	6.5439	6.5815
GS1_SS_03605_10043	SCACLR2029H12.g	.	.	.	RecName:Vegetative cell wall protein gp1; AltName:Hydroxyproline-rich glycoprotein 1; Flags: Precursor	9.8191	10.4787	10.0558	10.5311	9.3218	10.2983	9.6585	9.5078	9.8677	9.6603	9.29	9.7376	9.8172	10.0999	9.7177	9.3876	9.1889	9.2685
GS1_SS_26052_09647	SCUTSD2028B05.g	.	.	.	.	9.1966	9.2763	12.3369	11.2602	11.8368	12.2363	9.163	7.9072	12.4255	9.9587	12.0343	11.1029	9.0791	7.9624	12.1183	9.9635	11.9119	10.0329
GS1_SS_26041_15157	SCQSLR1089A11.g	Others	uncharacterized	Stress	Water stress	11.8155	11.4995	11.9029	11.6503	15.3333	14.7962	11.8506	12.0147	12.0652	12.3068	15.3931	14.7283	11.7737	12.2452	11.9309	12.6137	15.3422	15.0215
GS1_SS_26047_19146	SCCCSD1095A07.g	.	.	Protein metabolism	9S ribosomal protein	12.0976	12.2502	11.5967	11.3918	15.2631	15.1956	11.9847	11.7386	11.6549	11.2516	15.4193	15.0049	11.9435	11.4636	11.3657	11.0834	15.5861	15.0028
GS1_SS_01107_21813	SCSBAD1051C09.g	Signal Transduction	kinase/phosphatase	Protein kinase	SNF-like kinases	8.8444	8.9099	9.9614	10.0613	10.5101	9.707	8.8506	9.0092	9.9055	9.4721	10.5588	11.0792	8.8371	9.1445	9.6857	9.5419	10.4689	10.8272
GS1_SS_03556_03923	SCCCCL3005E10.b	.	.	Carbohydrate metabolism	trehalose-6-phosphate synthase	11.308	12.1127	10.8314	11.7134	11.0328	11.7048	11.238	11.6379	10.9125	11.3406	11.1623	11.5595	11.1894	11.0278	10.6683	10.2334	10.9415	11.0657
GS1_SS_01100_02246	SCCCLR1C04A07.g	.	.	.	Nuclear pore complex protein Nup133; Nucleoporin Nup133; 133 kDa nucleoporin	12.596	12.8627	11.537	11.9355	11.4603	11.6275	12.7432	13.0936	11.6833	12.2317	11.5354	11.8029	12.5907	12.4082	11.4869	11.1888	11.4325	11.5956
GS1_SS_03548_13899	SCEZAM2034G03.g	.	.	.	RecName:3-oxo-Delta(4,5)-steroid 5-beta-reductase; AltName:Delta(4)-3-oxosteroid 5-beta-reductase; AltName:Delta-4,5-steroid 5-beta-reductase; Short=At5beta-StR; AltName:Progesterone 5-beta-reductase; Short=5beta-POR	8.1455	8.3052	7.6865	8.0255	6.8251	6.7595	8.0017	6.9588	7.586	6.5214	6.9442		8.0654		7.2179		6.874	
GS1_SS_03547_11987	SCQGST1032E06.g	Unknown	Uncharacterized	.	Uncharacterized protein At4g37920, chloroplastic;	9.5222	9.8374	9.8099	9.5307	12.0741	12.0939	9.522	10.0465	9.9515	9.6388	11.959	11.5708	9.5982	10.3562	9.7418	11.0854	11.7937	11.861
GS1_SS_01101_20166	SCCCRZ2002H06.g	Lipid metabolism	peptidase	Protein metabolism	Aspartic proteinase oryzasin 1 precursor (EC 3.4.23.-)	12.8729	11.3757	13.7957	12.9581	11.9406	9.257	13.1863	12.3916	13.7604	13.2276	12.1604	11.2574	13.2912	12.0153	13.7051	12.8828	12.0147	10.9025
GS1_SS_01098_15058	SCCCRZ2003H05.g	Signal Transduction	protein-protein interaction	Transcription Factor	hormone-related/auxin/Aux/IAA	14.6377	14.4089	14.231	14.7561	12.0368	11.525	14.6046	14.3964	14.3848	14.303	12.2377	12.3853	14.6606	13.8357	14.1639	12.4042	12.2677	11.1298
GS1_SS_03546_04129	SCEPAM1018H01.g	Cytoskeleton and vesicle trafficking	protein sorting	.	Kinesin-1; Kinesin-like protein A	12.2866	12.4658		7.3554			11.9893	11.196					12.202	12.2508				
GS1_SS_01099_11278	SCRLFL3009A03.b	.	.	.	.	10.8206	10.8483	10.3255	10.6023	8.2933	8.1647	10.5517	10.4786	10.2047	10.4306	8.417	8.0446	10.7314	10.1379	9.9802	9.5094	8.2328	8.57
GS1_SS_01105_12367	SCCCCL5002H11.g	.	.	.	Lysine-specific histone demethylase 1 homolog 2; Flavin-containing amine oxidase domain-containing protein 2; Protein LSD1-LIKE 2	10.0616	8.8026	9.5146	8.1208	9.2972	7.9412	9.8741	10.9016	9.5379	10.5895	9.5676	10.0284	10.054	10.7476	9.2084	9.8455	9.3804	9.7957
GS1_SS_03553_06093	SCUTAM2005E06.g	Transport	carrier	.	Solute carrier family 25 member 40	9.0564	9.2133	9.7675	9.8272	9.9917	10.561	8.8194	8.9434	9.7476	9.6565	10.0228	10.9466	8.8361	8.6997	9.5027	9.2281	10.0123	10.3144
GS1_SS_03552_02326	SCQSST1038E07.g	Unknown	.	.	.	8.6964	9.0872		6.6521			8.5021	8.6406					8.6574	7.4616				
GS1_SS_03551_14146	SCUTAM2086H09.g	.	.	.	Immature colon carcinoma transcript 1 protein;	9.6076	10.3745	9.1228	9.8825	11.0067	11.9542	9.325	10.2123	9.1271	9.8883	11.0159	12.5474	9.5868	10.5639	8.8258	10.3132	11.0356	12.7771
GS1_SS_01102_13476	SCEQRT1031B10.g	Transport	translocator	.	Triose phosphate/phosphate translocator, non-green plastid, chloroplastic; CTPT;	7.3018		7.1852		10.6796	11.3151		6.3933	7.3609	7.5985	10.6838	10.8386	7.2529	8.1893			10.6163	11.3833
GS1_SS_03550_09496	SCQSLR1018C01.g	.	.	.	Transcription termination factor 2; RNA polymerase II termination factor; Transcription release factor 2	7.7097	7.8174	8.4759	7.9918	7.9584	7.528	7.764	7.8269	7.9969	7.4693	7.9641	8.1839	7.4594	8.2683	8.2375	8.2317	7.8028	8.4476
GS1_SS_01103_00561	SCSBAD1051A09.g	Unknown	no matches	.	.	9.8338	10.7413	9.1005	9.7207	9.0995	10.7385	9.6104		9.1812		9.1594		9.6687	7.4359	8.825		8.9569	6.8206
GS1_SS_23731_06206	SCBFFL5072F08.g	.	.	.	Tropomyosin alpha-1 chain; AltName:Alpha-tropomyosin; AltName:Tropomyosin-1 Tropomyosin alpha-1 chain; AltName:Alpha-tropomyosin; AltName:Tropomyosin-1	10.6144	10.2965	11.0176	10.3745	10.5691	10.1729	10.555	10.2067	10.9595	10.3283	10.7163	10.7751	10.5236	9.5706	10.6893	9.6644	10.7588	9.941
GS1_SS_23729_13008	SCEZLB1010F11.g	Signal Transduction	kinase/phosphatase	Receptors	receptor Ser/Thr kinase	13.2087	13.3486	11.5791	12.7556	7.4198	6.842	13.2844	13.1688	11.7364	12.2908	7.4379	7.5667	13.244	12.9724	11.3631	10.496	7.2831	8.685
GS1_SS_03558_17462	SCEZAM2031A10.g	.	.	Amino acid metabolism	Phosphoribosylanthranilate isomerase	9.6006	10.3288	9.0684	9.7246	8.2727	9.7955	9.5063	9.7614	9.1739	9.2946	8.2729	8.6162	9.4393	10.4411	8.8846	9.3968	8.1491	9.605
GS1_SS_01109_20881	SCVPCL6041E07.g	Cell wall metabolism	Phenylpropanoid biosynthesis	Cell wall	putative p-Coumarate 3-hydroxylase (C3H)	12.6595	12.6912	15.0141	14.5581	12.837	12.3392	12.6152	12.9085	15.1409	14.5616	12.6015	13.1463	12.6958	13.3537	15.0083	16.2342	12.8406	12.4778
GS1_SS_26061_07590	SCBFAM2023B06.g	Unknown	.	.	.	11.3686	10.576	10.9363	9.9918	10.6944	10.3436	11.0108	11.9113	10.763	11.6478	10.9469	12.3253	11.2219	11.9292	10.4553	11.2691	10.9693	12.7959
GS1_SS_23715_07591	SCBFRZ2019C03.g	Unknown	uncharacterized	.	.	9.4065	11.0198	8.4803	10.2415	7.8977	9.9568	9.3927	11.1551	8.3312	10.6488	7.945	10.3092	9.3837	9.6039	8.0691	8.362	7.6365	8.9628
GS1_SS_26062_06542	SCEQRT3020B07.g	.	.	.	PI-PLC X domain-containing protein At5g67130;	6.6726	6.9824		7.2087	7.2496	7.173			7.1232									
GS1_SS_23723_05988	SCSGFL5C06C01.g	Unknown	no matches	.	.	13.4621	13.8721	13.4606	13.4976	12.976	13.3968	13.523	11.584	13.5693	11.4712	13.0396	11.2144	13.4901	11.8966	13.4168	11.5596	12.997	11.3959
GS1_SS_26059_13927	SCQGFL8015E05.g	Unknown	Uncharacterized	.	.					8.8903	8.2711					8.7492	7.892					8.7474	7.2838
GS1_SS_26060_09936	SCRLAD1098F02.g	Unknown	uncharacterized	.	TRM112-like protein At1g22270	14.4785	14.448	13.6161	13.6908	13.5587	13.4677	14.5007	14.3553	13.6776	13.6361	13.6146	13.3999	14.4932	13.9599	13.6023	12.6819	13.5193	13.285
GS1_SS_23726_14330	SCRLFL4059G07.g	Unknown	uncharacterized	Unknown protein	.													6.0379	11.6542		9.5386		9.3435
GS1_SS_26070_05797	SCACFL8020F08.g	.	.	.	.	12.2672	12.8019	11.8918	12.0165	11.6951	12.292	12.0943	12.6157	11.9414	12.0605	11.9342	12.1574	12.268	12.4197	11.7759	11.617	11.7157	11.9853
GS1_SS_26071_08428	SCCCSD2001E06.g	.	.	.	.	11.699	12.5708	11.0889	11.7479	12.2629	12.9428	11.3139	11.1999	11.0748	11.0877	12.3346	12.1477	11.5472	11.1203	10.8468	10.882	12.2111	11.7999
GS1_SS_23728_04269	SCSGFL5C06F02.g	Nucleotide metabolism	transferase	.	Adenine phosphoribosyltransferase 2; APRT 2	11.0408	10.1431	10.3208	11.1272	10.1635	9.564	10.859	11.9659	10.4068	11.4215	10.2046	12.1439	11.0565	11.9122	9.9564	10.8453	10.0566	10.7154
GS1_SS_26064_08786	SCQGFL8017G08.g	Unknown	no matches	.		6.6092	7.2432				6.6407	6.6576				6.1386		6.6835				6.0377	
GS1_SS_23727_02093	SCSGFL5C06E01.g	.	.	.	RecName:Proline-rich proteoglycan 2; AltName:Acidic proline-rich protein PRP18; Flags: Precursor	8.6379	9.1853	6.9302	7.9909	8.3597	8.651	8.5517	9.476	6.9259	8.13	8.3242	8.6554	8.6374	7.7112	6.7969		8.2482	7.8161
GS1_SS_26066_13705	SCRUAD1132F05.g	Unknown	no matches	.		6.8317	6.6463	6.2648	6.4451	6.5643	7.0642	6.7217	6.191			6.7987		6.6296				6.8919	6.9331
GS1_SS_01126_14202	SCCCLR1022G02.g	Others	uncharacterized	.	DnaJ protein homolog 1; DROJ1	13.5748	13.263	16.0846	15.1746	12.2459	11.9486	13.434	13.1447	16.1765	14.7413	12.3356	11.7775	13.5384	14.0934	16.2915	15.1414	12.2181	11.9238
GS1_SS_26053_21181	SCSBAD1052D06.g	Signal Transduction	transcription factor	Stress	ABA and stress induced	6.9564		9.6186	9.0795	13.1333	13.1134	6.9211		9.544	10.9767	12.9726	12.2488			9.8506	12.9642	13.0311	13.7218
GS1_SS_01116_14483	SCJFST1015H12.g	.	.	.	Mitochondrial import receptor subunit TOM40 homolog 1; Translocase of outer membrane 40 kDa subunit homolog 1	11.2813	11.6358	10.6085	10.8039	10.3975	10.6608	11.3367	11.9679	10.8246	11.4656	10.4873	11.4446	11.4325	11.506	10.4955	10.5718	10.26	10.8757
GS1_SS_03568_12493	SCSGLR1045H04.g	Unknown	Uncharacterized	.	ATP-dependent Clp protease ATP-binding subunit clpA homolog CD4B, chloroplastic;	13.1668	13.2054	12.8121	12.598	14.2257	14.4333	13.0379	13.2144	12.8049	12.6787	14.5606	14.1825	12.9408	12.4208	12.5416	12.0837	14.4833	13.1589
GS1_SS_01118_09507	SCUTAM2087E02.g	.	.	.	Probable poly(A) polymerase; PAP	7.0185	6.7303	6.8602		7.5532	7.2089	7.0615	7.3201			7.4007		7.0216	7.1025			7.5589	6.8317
GS1_SS_03567_07008	SCJFLR1013E10.g	DNA metabolism	transcription factor	.	RING finger and CHY zinc finger domain-containing protein 1; Zinc finger protein 363; CH-rich-interacting match with PLAG1; Androgen receptor N-terminal-interacting protein; p53-induced RING-H2 protein; hPirh2; RING finger protein 199	9.2175	9.2571	9.7046	9.9519	10.6478	10.7764	9.0313	9.9157	9.8857	10.0635	10.8849	11.5616	9.0836	8.9425	9.401	9.2418	10.6831	10.1352
GS1_SS_01112_12767	SCAGRT2041B12.g	.	.	.	RecName:Formin-like protein 6; AltName:OsFH6	9.274	9.4844	9.1502	9.1267	7.6012	8.0323	9.1524	9.4945	8.8589	9.1552	8.2088	9.1956	8.8961	8.7758	8.3916	8.3938	8.1032	8.9988
GS1_SS_03563_13355	SCQGLR2025B01.g	Redox Metabolism	Multicopper oxidase	Cell wall	laccase-like protein		6.5358	12.1508	10.7104	8.919			6.9508	13.1151	12.0009	8.957			7.2625	12.0577	15.2029	8.8675	7.8275
GS1_SS_01115_13255	SCSBAD1051G01.g	.	.	.	.	7.174	7.5357	7.8637	7.433	9.0763	9.3893	7.1428	7.4386	7.5571	7.6031	9.1494	8.7075	7.215	7.024	7.4774	7.125	8.9502	8.1614
GS1_SS_03561_17400	SCCCLR1080G07.g	.	.	Cell cycle	ccs52	9.5022	9.6714	9.8193	9.8984	9.5385	9.915	9.1394	8.1491	9.7955	8.9202	9.6195	8.9671	9.3234	8.0455	9.6287	8.7318	9.4583	7.8037
GS1_SS_01124_05190	SCSGAM2078E01.g	.	.	.	Calmodulin-binding transcription activator 4; Signal-responsive protein 5; Ethylene-induced calmodulin-binding protein d; EICBP.d; Ethylene-induced calmodulin-binding protein 4; EICBP4; AtFIN21	7.4528	8.1292	8.0638	7.9824	7.87	7.0152	7.4143	7.6251	7.7487	7.458	7.8325	7.7931	7.5613	8.7456	7.8108	8.4546	7.6522	7.9034
GS1_SS_03575_06174	SCCCLB1025A11.g	Others	Structural protein	.	Remorin; DNA-binding protein	13.5088	13.9686	8.3863	11.4854	6.7153	5.9937	13.484	13.5198	8.429	11.0337	6.6812		13.4676	12.0434	8.0594		6.675	
GS1_SS_03573_11169	SCEPAM2054D01.g	.	.	.	.	10.3795	9.7984	12.0812	11.3269	11.4487	10.4655	9.9996	9.6352	12.1391	11.2403	11.4888	11.3913	10.4311	12.503	12.1059	12.9963	11.4264	11.375
GS1_SS_03572_10850	SCCCLR1072D03.g	.	.	.	Putative protease Do-like 14	12.5442	13.7412	11.6831	12.966	12.6255	13.7201	12.5818	13.1364	11.7913	12.5346	12.5223	12.8941	12.7105	11.5703	11.6076	10.4737	12.5412	11.2876
GS1_SS_01119_16539	SCAGLR2011C01.g	.	.	Nucleic acid metabolism	regulation of transcription, DNA-dependent	10.0421	10.1277	9.6046	9.6849	9.7999	9.6128	9.8814	9.3416	9.5197	9.3245	9.9416	9.0586	9.8925	9.2497	9.016	8.0119	9.8659	8.0886
GS1_SS_01122_02959	SCSBAD1052A06.g	Protein metabolism	isomerase	.	FKBP-type peptidyl-prolyl cis-trans isomerase 6, chloroplastic; FKBP20-2; PPIase; Rotamase;	9.141	9.3223	9.6208	8.6545	12.7285	12.72	9.1451	9.2976	9.6514	9.3146	12.7859	11.9116	9.2649	9.3579	9.3742	9.877	12.714	12.0084
GS1_SS_03571_09110	SCCCCL3120H07.g	.	.	.	Uncharacterized ATP-dependent helicase C23E6.02	11.2273	11.2679	11.7544	11.6071	11.6468	11.5847	11.2021	10.9395	11.7845	11.6649	11.6444	11.487	11.2622	11.133	11.7129	11.4182	11.6637	11.2846
GS1_SS_26025_10902	SCEZLB1006F09.g	Others	uncharacterized	.	Non-specific lipid-transfer protein precursor (LTP) (Phospholipid transfer protein) (PLTP) (Allergen Zea m 14)	7.0267	8.8245	12.6266	10.439	10.7051	11.0544			12.7462	11.8928	10.9184	12.3405		7.8818	12.5594	9.4143	10.7055	12.3332
GS1_SS_26026_10678	SCUTSD2025A05.g	Biosynthesis of other Secondary Metabolites	nucleotide binding	.	Tropinone reductase homolog; P29X					8.7877	9.1155				7.1935	9.3387	11.2564					8.7134	9.3632
GS1_SS_26014_04519	SCCCCL7038A10.g	Lipid metabolism	acyltransferase	.	1-acylglycerophosphocholine O-acyltransferase 1; Acyltransferase-like 2	12.1216	11.6626	10.848	11.4625	8.8436	9.369	12.1685	11.7614	11.0081	11.3784	8.7978	8.4329	12.16	11.5346	10.7448	10.7405	8.8188	8.0252
GS1_SS_26016_13082	SCBGLR1096B10.g	.	.	.	Probable NADH dehydrogenase	7.4351	8.0327	7.2284	8.2629	10.8794	11.1427	7.4202	7.8776	7.2567	7.7893	10.9756	11.6896	7.4893	8.5756	7.1839	7.7533	10.8008	11.9094
GS1_SS_26020_17271	SCMCSB1107C04.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	Asparaginyl-tRNA synthetase (EC 6.1.1.22) (Asparagine--tRNA ligase) (AsnRS)	11.3365	11.3879	11.2388	10.9451	13.6523	13.9102	11.2716	11.6471	11.295	11.33	13.6453	13.652	11.3378	11.6037	11.0693	11.6415	13.5626	13.8437
GS1_SS_26021_10197	SCUTHR1063F10.b	Unknown	no matches	.		7.7554	7.7442	9.656	9.9479	9.8813	10.7962	8.0413		9.7427	7.6555	9.5876	8.2646	7.999	8.5782	9.6843	9.486	9.4165	9.2772
GS1_SS_26017_08918	SCUTSD1028F02.g	Protein metabolism	ribosomal protein	.	50S ribosomal protein L5, chloroplastic;	11.629	11.9006	11.8962	11.5887	15.5336	15.3946	11.4428	11.6205	11.9556	11.6865	15.5313	14.5471	11.6246	11.593	11.8449	12.0174	15.509	14.521
GS1_SS_26019_05241	SCUTSD1028H07.g	Others	uncharacterized	.	Cytochrome b561; Cytochrome b-561			8.2443	8.0092	11.568	11.9422			8.2643	8.2338	11.6253	11.8999		6.6264	8.1905	9.7458	11.4828	11.6382
GS1_SS_03516_05299	SCBGLR1096H07.g	.	.	.	Protein-tyrosine phosphatase-like member B	11.5138	12.1101	12.1022	12.3614	12.2141	12.4922	11.3948	11.8063	12.1725	12.0392	12.2479	12.3043	11.4396	11.5986	11.9397	11.8071	12.1273	11.8413
GS1_SS_03512_09049	SCBGLR1023F01.g	.	.	.	.			10.3075	8.2723	6.2732				10.4563	8.5444	6.5838		6.7067	7.2854	10.0458	9.2711	6.5055	6.5572
GS1_SS_03511_02627	SCCCAM2004H11.g	.	.	.	Cationic amino acid transporter 4; CAT-4; CAT4; Solute carrier family 7 member 4	7.1379	7.5537	7.891	7.662	7.3388	7.7372	6.8755	7.1769	7.8105	7.3718	7.4715	7.9477	7.0788	7.2578	7.6014	8.1448	7.6029	8.1651
GS1_SS_03504_20356	SCCCAM2004G02.g	Signal Transduction	transporter	Hormone related	auxin	13.5286	13.5008	13.2005	13.5992	10.9945	7.503	13.4374	14.1917	13.3058	14.277	11.2346	9.4704	13.382	13.7828	13.0911	13.0338	11.1385	9.9726
GS1_SS_03503_15804	SCCCAM2004F12.g	.	.	Protein kinase	Cell cycle-related	7.9899	7.3655					7.6033	6.9745					7.9901	6.3511				
GS1_SS_03502_19089	SCCCAM2004F11.g	Signal Transduction	.	Protein kinase	undefined	8.5037	8.5503	8.1113	8.3867	6.5301	6.7118	8.3944	9.1603	8.3044	8.5281	6.1841	7.6889	8.5654	9.4256	7.8229	9.1191	6.2939	8.3313
GS1_SS_03510_17965	SCEPCL6019G04.g	DNA metabolism	.	Cell cycle	Condensin subunit 1 (Chromosome condensation-related SMC-associated protein 1) (Chromosome-	11.6812	11.9664	6.5527		7.0646	6.8369	11.6816	11.6019	6.5367	9.2533	6.9855	9.1657	11.704	11.4845			6.8068	7.6266
GS1_SS_03509_03495	SCQSLR1040D06.g	.	.	.	KH domain-containing protein At4g18375	9.6355	10.368	9.7805	10.4375	10.6114	11.3247	9.6447	9.4028	9.7949	9.5669	10.7595	10.8614	9.6391	8.6308	9.607	8.8235	10.597	9.7684
GS1_SS_03508_14244	SCCCAM2004H02.g	.	.	.	.	8.849	9.371	8.6024	8.8272	8.5988	9.0456	8.6674	9.6429	8.5252	9.0723	8.7113	8.9143	8.7204	7.98	8.1847	6.9693	8.6376	7.8401
GS1_SS_03506_06789	SCCCAM2004G07.g	Unknown	.	.	.	10.0113	11.1357	7.9571	9.4562	8.2982	9.7921	9.9196	8.4728	7.7956		8.1709	7.5882	9.9223	7.4676	7.7381	7.6877	7.9498	7.0456
GS1_SS_26040_00079	SCUTSD2088D02.g	.	.	.	.	11.3355	12.4361	9.0196	10.0032	10.1259	11.3712	11.2636		9.0983		10.152		11.3089	9.6118	8.7393	8.036	10.0264	8.3617
GS1_SS_26038_12894	SCJFRZ2032B10.g	.	.	.	RecName:UPF0549 protein C20orf43 homolog	13.304	13.4128	13.1458	12.9868	13.0969	12.9771	13.2009	13.4834	12.9239	13.3635	13.4642	14.0482	13.1647	13.2985	12.9209	13.2875	13.4315	13.537
GS1_SS_26028_18136	SCUTSD2025B09.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	RecName:Solanesyl-diphosphate synthase 1, mitochondrial; Short=OsSPS1; AltName:All-trans-nonaprenyl-diphosphate synthase 1 (geranyl-diphosphate specific); Flags: Precursor	7.5032	6.5413	7.6681	6.7481	9.3173	8.7155	7.3022	7.9804	7.5791	7.7225	9.4898	10.2915	7.4834	8.9478	7.2954	8.3534	9.449	10.7271
GS1_SS_03539_20182	SCACAM2042F03.g	Cell cycle	.	Cell cycle	Cyclin IIZm (Fragment)	12.2275	12.9777		7.5923			12.1464	12.4706		9.3251		7.8818	12.2617	12.935		7.3986		7.7349
GS1_SS_01095_20796	SCSGHR1069F04.b	Others	cytochrome P450 family proteinCell wall	Stress	cytochrome P450					13.0052	8.4597					13.2193	10.957					13.1934	6.6441
GS1_SS_01096_18558	SCRFST1042F05.g	.	.	Receptors	photoreceptor	10.8733	10.7849	10.0288	9.8261	9.8574	9.8197	10.969	11.2757	10.1084	10.6895	9.9005	11.0374	10.8287	11.2465	9.7819	10.1031	9.9021	10.4001
GS1_SS_03537_10110	SCCCCL5003A04.g	.	.	.	Mitochondrial import inner membrane translocase subunit TIM14; DnaJ homolog subfamily C member 19	9.7853	9.862	9.4284	9.5294	9.3834	9.9155	9.669	9.9293	9.4617	9.9008	9.4906	9.9364	9.8818	10.6473	9.2399	10.0826	9.2711	10.3342
GS1_SS_03526_03668	SCACAM2041G11.g	Unknown	.	.	RecName:Sulfated surface glycoprotein 185; Short=SSG 185; Flags: Precursor	9.3749	9.842		7.0436			9.3951	10.752		8.4549			9.4493	10.3585		6.7118		
GS1_SS_01088_20702	SCJLLR1054A06.g	Hormone biosynthesis	oxidase	Hormone biosynthesis	ethylene	12.1897	9.5086	14.731	12.386	7.4359		12.0927	10.4184	14.7539	14.3212	7.6189	8.1305	12.1456	13.5361	14.4391	15.8375	7.3061	
GS1_SS_01089_04160	SCMCRT2089A06.g	Redox metabolism	.	.	Peptide methionine sulfoxide reductase; Protein-methionine-S-oxide reductase; Peptide-methionine (S)-S-oxide reductase; Peptide Met(O) reductase	13.2937	9.7935	12.725	11.2294	13.4108	12.8483	13.0193	10.8711	12.8575	11.9503	13.8048	13.0573	12.9782	10.4706	12.6386	11.7661	13.6348	11.2871
GS1_SS_03525_07106	SCEQRT1030E10.g	.	.	.	Transcription factor 25; Nuclear localized protein 1	7.5375	6.6321		6.9444		7.2907	6.9481	7.6983		7.4083	7.2163	7.7297		7.3848			6.8035	7.756
GS1_SS_01086_03506	SCSBLB1031A02.g	AminoAcid and nitrogen metabolism	protease	.	Aspartic proteinase nepenthesin-1; Nepenthesin-I;	10.9119	12.2212	7.9937	9.4944			10.7977	8.3521	7.9891	7.4012			10.8299	9.4552	8.4441	10.8264	6.5488	9.6834
GS1_SS_03521_00047	SCEZLB1010D01.g	.	.	.	Pentatricopeptide repeat-containing protein At1g05600					6.5775		6.2607	6.463			6.8175			6.9058			6.6258	6.8843
GS1_SS_03534_00583	SCCCAM2C06A10.g	.	.	.	Probable NADH-ubiquinone oxidoreductase C3A11.07, mitochondrial precursor	8.4251	5.9172			7.4543		8.4101	6.7049			7.4741		8.3636				7.4892	
GS1_SS_01092_11227	SCCCFL5055D12.g	Unknown	.	.	.	11.2815	11.7108	9.7703	10.6184	9.5913	10.2166	11.1396		9.7466		9.6208		11.339	8.4203	9.6932		9.5252	7.3071
GS1_SS_03533_21118	SCJFRZ2010C03.g	.	.	Cell cycle	Isw1/Isw2	10.7939	11.237	10.8389	10.9321	11.3579	11.5814	10.6213	11.2209	10.5595	10.9539	11.3079	11.6091	10.843	11.1724	10.7221	11.0944	10.9062	11.0932
GS1_SS_01094_13117	SCEZAD1080A07.g	.	.	.	Mannosyl-oligosaccharide glucosidase; Processing A-glucosidase I	7.8887	8.3332	7.4582	7.5589	7.2932	7.7606	7.3484	8.1514	7.2447	7.1917	7.335	7.4533	7.6956	7.9486	7.4244	7.1417	7.2787	7.5177
GS1_SS_01090_11348	SCUTST3091A01.g	.	.	.	50S ribosomal protein L7/L12	10.3303	10.5033	9.8955	9.8778	10.4613	10.5771	10.338	11.2296	9.9788	11.0129	10.57	11.2714	10.4125	11.0073	9.6948	9.9121	10.368	11.1623
GS1_SS_03529_11044	SCACAM2041H12.g	.	.	.	Uncharacterized protein At3g49055	9.369	9.0014	9.5075	9.3116	8.5848	8.5904	8.8986	9.1075	9.6612	9.3812	9.1877	8.996	8.726	8.8559	9.5731	9.627	8.6553	8.9794
GS1_SS_03527_18201	SCEQRT2090H11.g	.	.	other	WD-40 repeat protein	6.6002	6.818	7.0666	6.2399			6.7948	7.4846	6.9855				6.4706	7.0505	6.5964		5.9538	
GS1_SS_01091_17799	SCCCLR1070H10.g	.	.	Nucleic acid metabolism	regulation of transcription, DNA-dependent	12.8801	13.2308	13.1508	13.2543	12.9711	13.1299	12.7988	13.0943	13.1806	13.2584	12.5886	12.5387	12.9522	12.7095	13.1278	12.5039	12.9818	12.5794
GS1_SS_21408_05254	SCSBAD1126G06.g	.	.	.	.	8.053	8.1417	7.3921	7.1801	7.0919	7.0656	7.8387	8.2091	7.448	7.8054	7.1258	7.5069	7.8888	7.5859	6.9646	6.8759	7.0419	7.0663
GS1_SS_21407_20953	SCSGST3121C06.g	.	.	Development	transcriptional adaptor	9.7416	9.6893	10.3851	10.1543	9.443	9.5266	9.6187	9.5428	10.2143	10.0427	9.5322	9.5979	9.766	10.0367	10.1044	10.0343	9.3891	9.3163
GS1_SS_21413_11778	SCVPAM1059G11.g	.	.	.	.	6.7034	6.535					6.5413						6.6264					
GS1_SS_21409_00570	SCJFST1048A10.g	.	.	.	Protein apaG	7.5418	7.816	8.0235	8.4967	8.2267	8.5124	7.2638	9.2231	7.8657	9.1521	8.4574	8.9947	7.2329	8.5556	7.6409	7.5351	8.2071	9.1004
GS1_SS_21425_09655	SCSBAD1129C04.g	.	.	.	.	8.0097	8.9133	7.4078	7.8426	7.1447	7.8979	7.6314	7.0944	7.1166		7.0709	6.4933	7.8946	7.9287	7.04	6.7857	7.1363	7.3221
GS1_SS_21415_15674	SCSGFL5C06G07.g	.	.	Development	Muscleblind protein (Mindmelt protein)	13.591	13.3629	13.3885	12.9754	12.5895	12.5744	13.5143	13.6814	13.4546	13.3429	12.6903	12.7538	13.5813	13.1791	13.4025	13.2988	12.6068	12.5072
