probe_name	transcript_name	function	structural	category	sub category 1	3280.D.L1.C1.c	3280.D.L1.C1.t	3280.D.L1.C2.c	3280.D.L1.C2.t	3280.D.L1.C3.c	3280.D.L1.C3.t	3280.D.R.C1.c	3280.D.R.C1.t	3280.D.R.C2.c	3280.D.R.C2.t	3280.D.R.C3.c	3280.D.R.C3.t
GS1_SS_02855_06143	SCQSAM1031F01.g	.	.	.	Serine-rich adhesin for platelets;	14.0717	13.5627	13.2712	13.4119	12.8696	13.6662	13.3187	12.4972	13.1256	13.1716	12.9238	12.9908
GS1_SS_02864_10929	SCSGRT2062H01.g	.	.	.	.	9.4385	9.6844	10.5962	10.9022	9.6151		10.3117	9.9252	10.1772	10.3002	10.3227	10.321
GS1_SS_00419_19403	SCSGHR1069E03.g	.	.	Carbohydrate metabolism	Far-red impaired response protein, mutator-like transposase-like protein, phytochrome A sig								7.35	8.253	8.2034	7.9883	8.4462
GS1_SS_02863_13092	SCSFAD1107G07.g	.	.	.	DNA mismatch repair protein PMS1; Postmeiotic segregation protein 1			9.1081				8.81	8.5658	9.4674	9.3972	9.4188	8.7959
GS1_SS_02861_05161	SCUTAM2005E01.g	.	.	.	.							9.3479	9.486	9.8738	10.1699	9.9248	10.2692
GS1_SS_00417_11130	SCEZAD1C03H05.g	Others	.	.	Zinc finger CCCH domain-containing protein 36; OsC3H36							9.0599	8.7223	9.3016	8.885	9.4552	9.1299
GS1_SS_02869_11057	SCUTLR2008G03.g	DNA metabolism	histone	.	Histone H2A							9.6982	9.5226	10.9553	8.9999	10.8566	10.0118
GS1_SS_00428_03383	SCRFLR2037A10.g	Unknown	.	.	.	10.5788	11.0558	11.4585	12.072	10.8198	10.3659	11.403	12.1297	11.9892	12.4006	12.1444	11.7724
GS1_SS_02868_20178	SCACLR2014C06.g	.	.	Protein metabolism	Dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117) (DolP-glucosyltransferase) (HSPC	11.029	10.8342	10.7004	11.7411	10.4388	10.4537	10.8282	10.8267	10.7368	10.9454	10.7693	10.6785
GS1_SS_02866_10787	SCEQLR1050F10.g	Unknown	uncharacterized	.	RecName:Uncharacterized protein PB18E9.04c; Flags: Precursor	9.1937	9.8941	9.4839	10.8798	10.6009	10.3501	14.1233	14.2626	14.49	16.0323	14.0416	15.3414
GS1_SS_00421_09829	SCEZHR1054H03.g	.	.	.	.	9.7226	9.0975	9.1389	9.1754	8.9886	8.9876	9.5772	10.4049	9.7147	10.0874	9.4767	9.5828
GS1_SS_02865_19960	SCMCLR1123E10.g	Protein metabolism	chaperon	other	T-complex protein (chaperonin)	9.6218	10.1339	11.0153	9.717	9.8877	10.0673	11.2583	10.9019	11.8536	12.003	11.9577	11.5155
GS1_SS_00422_08784	SCEQAD1015B11.g	.	.	.	RecName:Calcium uptake protein 1 homolog, mitochondrial; Flags: Precursor							8.4768	9.4223	9.362	9.6563	9.4055	9.2608
GS1_SS_23028_13410	SCEPRT2048F09.g	Protein metabolism	Chaperones	.	RecName:BAG family molecular chaperone regulator 1; AltName:Bcl-2-associated athanogene 1		8.936					10.4351	11.1954	12.0637	10.0156	11.0934	10.2257
GS1_SS_25430_03193	SCRLSD2009D06.g	Unknown	no matches	No matches			8.6408	8.7762	8.9692	8.1056	8.2796	8.745	8.0725	8.4893	8.631	7.6986	7.8357
GS1_SS_25425_08746	SCEPSD2007H12.g	.	.	No matches	.	10.6557	9.634	10.4344	10.607	8.8918	9.5641	10.7339	10.5898	10.8909	11.1058	10.5247	10.9075
GS1_SS_23018_17543	SCBGLR1113B11.g	.	.	Nucleic acid metabolism	regulation of transcription from Pol II promoter	12.1034	11.8446	11.6125	12.059	11.0706	12.0528	11.5507	11.4374	11.6749	12.28	11.5433	11.4829
GS1_SS_25423_10062	SCSBSD1033E10.g	Redox Metabolism	.	Library-specific	peroxidase				11.1813			9.9996	10.9037	10.3391	12.1599	10.4339	10.3929
GS1_SS_25428_05976	SCBGLR1099A10.g	Unknown	uncharacterized	.	.	12.7731	12.4094	13.152	12.5277	11.1909	11.2545	9.2061	10.4206	8.7518	11.1225	7.7077	8.8332
GS1_SS_25429_09817	SCEQAM2036D10.g	.	.	.	.	14.2883	14.0707	14.9279	14.964	13.9974	13.2426	13.0773	12.1153	12.8661	13.0161	12.7088	13.0297
GS1_SS_23026_10427	SCCCFL4095E06.g	Unknown	.	.	.							7.6088		8.3519	8.0556	7.9761	8.4784
GS1_SS_23025_03030	SCBFRZ2016H04.g	AminoAcid and nitrogen metabolism	synthase	.	Proline synthetase co-transcribed bacterial homolog protein	10.7873	9.957	10.8931		10.1412	10.0282	8.9563	8.3319	9.1283	8.2819	8.5312	8.2912
GS1_SS_25427_14530	SCMCST1049H08.g	AminoAcid and nitrogen metabolism	synthase	.	Nicotianamine synthase 3 (S-adenosyl-L-methionine:S-adenosyl-L-methionine:S- adenosyl-methionine 3-amino-3-carboxypropyltransferase 3) (OsNAS3) Nicotianamine synthase 3 (S-adenosyl-L-methionine:S-adenosyl-L-methionine:S- adenosyl-methionine 3-amino-3	12.597	11.5673	13.2933	13.7566	12.6319	13.1942	12.6617	12.1363	12.74	11.2873	12.0491	11.5074
GS1_SS_02874_17733	SCCCRZ1C01A05.g	.	.	Protein metabolism	Importin alpha 2 subunit (NLS receptor)	11.9162	11.6768	11.8735	11.3023	11.1268	11.6799	12.7218	12.6706	13.4053	13.7252	13.4206	13.3848
GS1_SS_00431_19531	SCEPCL6023F02.g	Carbohydrate metabolism	Sucrose/trehalose/sorbitol and other mono/oligosaccharides	Cell wall	sucrose synthase	10.0872	10.5486	10.9956	14.0211	10.0351	9.8559	11.9478	13.6057	11.3168	15.0521	12.1028	12.9239
GS1_SS_02871_10432	SCEPLB1042D04.g	.	.	.	V-type proton ATPase subunit E; V-ATPase subunit E; Vacuolar proton pump subunit E; ClVE-1	9.4796	9.2659	9.2164	9.7667	7.95	8.9169	10.4635	10.6919	11.0868	9.6217	10.6349	9.6171
GS1_SS_02804_12458	SCQGAM1047A07.g	Unknown	uncharacterized	.	.	12.2658	12.4259	12.7246	13.3814	12.3713	12.3828	12.3079	11.6163	11.6587	12.1155	11.7744	11.6001
GS1_SS_05191_05418	SCBGHR1058B02.g	.	.	.	U3 small nucleolar RNA-associated protein 4; U3 snoRNA-associated protein 4; U three protein 4; t-UTP4; U3 protein 4 required for transcription	8.9585	8.5138		9.0848	8.1135	8.7551	8.4725	7.9487	7.9679	8.3262	8.0591	7.803
GS1_SS_05187_14345	SCCCRZ1003F10.g	.	.	.	RecName:Serine/arginine repetitive matrix protein 2; AltName:300 kDa nuclear matrix antigen; AltName:Serine/arginine-rich splicing factor-related nuclear matrix protein of 300 kDa; Short=SR-related nuclear matrix protein of 300 kDa; Short=Ser/Arg-related nuclear matrix protein of 300 kDa; AltName:Splicing coactivator subunit SRm300; AltName:Tax-responsive enhancer element-binding protein 803; Short=TaxREB803				9.1418	7.6897		9.4832	9.3508	9.5597	10.8853	9.252	10.2961
GS1_SS_00363_03267	SCACHR1039D12.g	.	.	.	RecName:Uncharacterized proline-rich protein									7.2728		6.9467	6.9657
GS1_SS_02810_19099	SCBGLR1099A02.g	Unknown	uncharacterized	No matches	.			9.4492		8.6684		10.3963	10.762	11.2006	11.5545	11.051	11.7784
GS1_SS_00367_05955	SCCCCL4005C05.g	Others	.	.	Zinc finger CCHC domain-containing protein 10	11.1421	11.0003	12.2942	11.5599	11.3019	10.7835	12.0397	11.4961	12.0077	11.857	11.537	11.8563
GS1_SS_05202_11570	SCSGAM2102C02.g	Unknown	.	.	.	10.592	10.4276	9.9852	9.2373	10.5437	10.1899						
GS1_SS_02809_02983	SCQGAM1047D08.g	.	.	.	Dymeclin							8.5555	8.9399	9.724	9.1597	9.625	9.6897
GS1_SS_00361_13138	SCSGFL1075B06.g	Unknown	no matches	.					8.6861			7.7077	7.5417	7.8599	8.5398	7.9317	8.0577
GS1_SS_05196_16663	SCEZRZ1016A05.g	.	.	Nucleic acid metabolism	negative regulation of transcription from Pol II promoter	9.167	8.8833	9.4173	8.9347	9.3494	8.8335	10.2571	10.1649	10.6715	10.9232	10.7142	10.3896
GS1_SS_02808_14014	SCVPRZ2039A10.g	.	.	.	.	9.7538	9.4584	9.4217	9.6305	9.5028	9.4796	9.6354	9.5954	9.9574	10.2129	10.0335	10.0221
GS1_SS_02805_11695	SCEZLB1006B02.g	.	.	.	Pre-mRNA-splicing factor SLU7 Pre-mRNA-splicing factor SLU7	12.3613	12.3354	13.0254	13.39	11.9266	11.9031	13.0273	12.9104	13.2293	13.4945	13.1642	13.2694
GS1_SS_00362_04466	SCQSAM2099E03.g	.	.	.	.	10.9605	10.7324	9.8457	11.071	10.3612	11.0523	10.7779	9.959	10.2182	10.3852	9.8887	9.7919
GS1_SS_05193_12292	SCMCAM2080E04.g	.	.	.	RecName:WAS/WASL-interacting protein family member 2; AltName:WASP-interacting protein-related protein; AltName:WIP-related protein									8.1183		7.6856	7.2022
GS1_SS_25361_09160	SCBFSD1037F06.g	Oxidative phosphorylation	others	.	RecName:Translation initiation factor IF-2	15.0694	13.9562	14.989	10.7751	15.7017	16.0313						
GS1_SS_25364_10919	SCBFSD1037G05.g	Others	others	.	Desiccation-related protein PCC13-62;			7.3317	13.9042								
GS1_SS_25354_12845	SCCCRT1002D09.g	Unknown	.	.	.			8.0182				8.9269	8.9341	9.2676	9.318	8.8242	9.2202
GS1_SS_25357_00663	SCEPRT2043A01.g	Cell wall metabolism	Phenylpropanoid biosynthesis	Cell wall	Cinnamyl alcohol dehydrogenase (CAD)	10.4904		11.4853	12.5297	10.6597	11.2348	10.4944	10.2963	10.5846	11.2791	10.6511	10.3559
GS1_SS_05210_02996	SCEZLB1006C08.g	.	.	.	60S ribosomal protein L5, mitochondrial	11.613	11.6446	11.7024	11.2082	10.7411	11.3241	11.8278	11.4781	12.1625	12.044	11.693	11.7877
GS1_SS_00371_00193	SCBGAD1026H06.g	.	.	.	.							6.7753		6.8541		6.5476	6.6274
GS1_SS_00374_07909	SCCCCL5001C12.g	.	.	.	.	11.152	10.7377	10.0831	8.9846	9.9338	10.9887	10.245	9.4661	10.3663	9.7514	10.1316	9.9721
GS1_SS_02817_00338	SCQGAM1048E11.g	.	.	.	.								6.7178	7.154		6.8335	6.9912
GS1_SS_05207_15881	SCCCLR1001B11.g	.	.	Secondary metabolism	putative ethylene-inducible protein	14.0133	13.5375	15.2016	12.1485	14.6749	14.0838	14.0272	14.0329	15.9818	15.0574	15.5288	15.2533
GS1_SS_00368_18446	SCCCCL3080H06.g	.	.	Receptors	phytochrome	8.9724		9.9646	9.322	8.3018	8.6897	11.2546	10.9204	11.7157	11.651	11.1108	12.1181
GS1_SS_00369_13466	SCQSLR1061D12.g	.	.	.	Putative eukaryotic translation initiation factor 3 subunit; eIF-3	13.7012	13.3148	12.8363	12.7935	12.5649	13.8156	12.6582	12.1541	12.6778	12.7306	12.4421	12.4867
GS1_SS_05205_12730	SCSGAM2102C11.g	Unknown	uncharacterized	.	.		8.8253	10.813	13.9095	10.829	9.5085	13.92	14.9306	14.0465	16.202	13.6283	14.7128
GS1_SS_02813_13639	SCQGLR2017H09.g	.	.	.	Gamma-secretase subunit APH1-like	9.9227	9.9598	10.7565	10.537	9.6889	9.0028	11.2843	10.8761	11.4208	11.2641	11.1426	11.2478
GS1_SS_00379_16060	SCEPRZ1011E02.g	.	.	Chromatin regulation	Swi2/Snf2-related protein -DDM1 gene	9.3234	9.629	10.2354	9.9398	9.1458	8.9036	11.0073	10.9595	11.4626	11.8648	11.201	11.5163
GS1_SS_00380_19508	SCBGAD1027D10.g	.	.	Nucleic acid metabolism	regulation of transcription, DNA-dependent	11.0576	11.1594	11.5353	12.2294	10.4537	10.9771	11.6636	11.4032	12.1418	12.0234	11.7388	11.7316
GS1_SS_02820_13067	SCQGAM1049A02.g	Unknown	no matches	.	.							7.5935	9.508	8.3502	9.3978	8.2758	8.6515
GS1_SS_02824_17488	SCCCLR1072A03.g	.	.	Transporters	ATP synthase delta chain, mitochondrial	12.0221	12.4916	12.7662	13.1389	11.734	11.9311	13.3086	13.2847	13.6402	13.0432	13.4564	12.6622
GS1_SS_05215_19236	SCEQRT2029H09.g	Others	.	Nucleic acid metabolism	regulation of transcription, DNA-dependent							9.4807	9.1111	9.5867	10.5475	8.3704	9.6879
GS1_SS_02821_11371	SCBGLR1047D04.g	.	.	.	Protein brittle-1, chloroplastic/amyloplastic;			8.3825		8.132		7.4361	7.2433	8.1489	8.0084	7.6455	7.4257
GS1_SS_05214_09765	SCSGAM2102G10.g	.	.	.	.							7.2847	6.9021	7.1631		6.7871	7.0004
GS1_SS_05213_04744	SCACLR2007A06.g	Unknown	uncharacterized	.	RecName:Actin cytoskeleton-regulatory complex protein PAN1	11.935	12.2518	9.4935	11.3166	11.5569	11.1296	10.8304	8.1112	10.2235	8.7855	10.3023	10.244
GS1_SS_05220_20933	SCVPCL6044H09.g	.	.	Protein metabolism	Probable methionine aminopeptidase 1 (EC 3.4.11.18) (MetAP 1) (MAP 1) (Peptidase M 1)	10.9336	11.2275	11.3492	11.1293	10.4255	10.7182	11.2707	11.1274	11.8071	11.6208	11.2902	11.183
GS1_SS_00388_06534	SCJFRT1009B05.g	.	.	.	Endoplasmic reticulum-Golgi intermediate compartment protein 3; Serologically defined breast cancer antigen NY-BR-84 homolog	10.483	10.5206	10.4286	11.4155	10.0314	10.3333	11.2719	11.1275	11.6698	11.7405	11.5759	11.3876
GS1_SS_02829_12937	SCEPLB1043F04.g	.	.	.	Probable small nuclear ribonucleoprotein F; snRNP-F; Sm protein F; Sm-F; SmF	14.0811	14.355	14.4152	13.1276	13.1587	14.1076	13.7303	13.0288	13.8367	13.3003	13.6901	12.9605
GS1_SS_05218_19619	SCSGAM2103B05.g	.	.	Receptors	Wall-associated receptor kinase-like 2;								7.4711	7.7924	7.8702	7.2986	7.2954
GS1_SS_02826_00023	SCQGAM1049D02.g	.	.	.	UPF0481 protein At3g47200		8.5708		8.8698	8.5485	9.3809						
GS1_SS_00382_05081	SCCCRT1003G10.g	Transport	transporter	.	Uncharacterized MFS-type transporter C19orf28				8.999			7.2863	7.2839	6.9548	7.7526	7.1927	7.1727
GS1_SS_05216_11679	SCRFAM1026A07.g	.	.	.	RecName:Autonomous transposable element EN-1 mosaic protein; AltName:Suppressor-mutator system protein; Short=SPM	9.4894	8.7469	9.4445	9.45	8.4562	9.0174	8.8496	9.3153	9.3897	9.8151	9.1374	9.2776
GS1_SS_02825_20172	SCQGLR1062D04.g	Carbohydrate metabolism	Nucleotide sugar synthesis, conversion and transport	Cell wall	UDP-glucose pyrophosphorylase								8.2161	7.7815	9.2801	7.5332	8.2287
GS1_SS_00385_10561	SCACLR1036G02.g	.	.	.	Syntaxin-121; AtSYP121; Syntaxin-related protein At-Syr1	8.7277	10.1838	9.807	12.5864	10.0947	9.4365	13.4597	13.3753	13.6399	14.6054	12.9922	13.6742
GS1_SS_22987_07206	SCSGFL4036B09.g	Unknown	Uncharacterized	.	.			8.2717	8.4937			8.727	9.1347	9.2993	9.1223	9.114	8.9689
GS1_SS_25383_09416	SCCCSD1090B12.g	.	.	.	.	12.7063	13.0864	13.2064	11.9381	12.679	12.5662	13.1315	12.3913	13.0726	13.2806	13.3355	13.3916
GS1_SS_22985_03770	SCVPCL6065A08.g	.	.	.	.	10.0504	9.8505	9.5587	10.2393	10.1088	10.4267	10.1484	8.7801	9.325	9.8766	9.2905	9.6187
GS1_SS_25373_12674	SCBFSD1038H02.g	DNA metabolism	.	.	RNA polymerase sigma factor rpoD (Sigma-A)	13.6415	12.9904	12.7896	10.9256	12.8687	13.383				7.7484		
GS1_SS_22988_20102	SCUTLR2030F03.g	.	.	Nucleic acid metabolism	DNA replication	11.0084	10.6587	10.3824	10.933	9.9534	10.6916	11.0738	11.3702	11.0023	11.2266	11.1881	11.373
GS1_SS_25375_14237	SCCCSD1003E06.g	Pathogen Resistance	inhibitor	Pathogenicity	Protease inhibitor			10.216	13.3799			13.5749	12.2823	13.5896	15.2638	13.2713	14.2093
GS1_SS_22994_11550	SCCCFL4089D04.g	Unknown	uncharacterized	.	.							7.0048	6.9613	7.8628		7.8078	7.4156
GS1_SS_22993_06537	SCCCFL4089B12.g	.	.	.	RecName:Putative protein TPRXL	8.8417		9.9298	9.6803	9.7978		9.634	10.4638	9.2792	9.4535	9.2305	9.3636
GS1_SS_25393_09956	SCCCSD1093D08.g	Unknown	uncharacterized	.	.	10.9405	11.4403	12.5549	13.4067	11.1659	10.1376	10.0129	9.3699	9.7428	11.1711	9.0817	9.437
GS1_SS_25366_12979	SCQGSD1048F05.g	Unknown	uncharacterized	.	RecName:Serine/arginine repetitive matrix protein 2; AltName:300 kDa nuclear matrix antigen; AltName:Serine/arginine-rich splicing factor-related nuclear matrix protein of 300 kDa; Short=SR-related nuclear matrix protein of 300 kDa; Short=Ser/Arg-related nuclear matrix protein of 300 kDa; AltName:Splicing coactivator subunit SRm300; AltName:Tax-responsive enhancer element-binding protein 803; Short=TaxREB803	10.855	10.1596	12.0354	12.701	10.1526	10.7711	12.4815	10.4585	12.3734	10.2965	12.0393	11.6846
GS1_SS_22981_14481	SCEPRT2048A10.g	Unknown	uncharacterized	.	RecName:Serine/arginine repetitive matrix protein 2; AltName:300 kDa nuclear matrix antigen; AltName:Serine/arginine-rich splicing factor-related nuclear matrix protein of 300 kDa; Short=SR-related nuclear matrix protein of 300 kDa; Short=Ser/Arg-related nuclear matrix protein of 300 kDa; AltName:Splicing coactivator subunit SRm300; AltName:Tax-responsive enhancer element-binding protein 803; Short=TaxREB803	12.4524	10.1752	10.6175	11.2834	13.5677	13.9285	10.1454	9.1919	10.1636	10.0001	10.0006	10.5531
GS1_SS_22977_01193	SCSGHR1068F07.b	Unknown	no matches	.	.	9.868	9.4737	9.3721	8.9156	8.898	10.0849	9.8383	10.3782	11.1029	11.2119	10.7706	10.8527
GS1_SS_25368_21305	SCRULB1062B02.g	.	.	Receptors	receptor Ser/Thr kinase	11.2023	10.5973	11.0905	12.427	10.151	11.0157	12.1128	11.778	11.9938	12.132	11.9898	12.2377
GS1_SS_25370_19926	SCCCRZ3001D04.g	Carbohydrate metabolism	translocator	Carbohydrate metabolism	Photosynthesis	15.7797	14.5854	16.3876	11.2226	16.0618	15.7101	9.32	8.7341	9.9929	7.8395	9.4355	9.0917
GS1_SS_02840_06031	SCJFRZ2010E12.g	.	.	Ubiquitination	Polyubiquitin	9.164	9.5416	10.2471	9.9147	9.5067	9.045	10.3475	10.1476	10.4337	10.1114	10.3752	10.1309
GS1_SS_05226_01503	SCVPLR2027F06.g	Unknown	uncharacterized	.	.	12.4169	12.6195	11.6505	11.219	12.7564	12.68	10.7165	11.3975	10.5053	10.9515	9.8992	10.7532
GS1_SS_00393_13684	SCVPRZ3030F12.g	.	.	.	UPF0580 protein C15orf58 homolog	11.3866	10.8954	11.8773	10.1971	12.0501	11.1534	9.351	9.6831	10.2141	10.1919	9.7096	9.494
GS1_SS_00391_11850	SCACLR2022C04.g	.	.	.	.							7.317	6.7247	7.0043		6.673	7.1246
GS1_SS_02835_12310	SCCCRZ2001C05.g	.	.	.	RecName:B-cell lymphoma/leukemia 11B; Short=BCL-11B; AltName:B-cell CLL/lymphoma 11B; AltName:COUP-TF-interacting protein 2; AltName:Radiation-induced tumor suppressor gene 1 protein; Short=mRit1	11.7139	11.8066	11.9894	11.7172	11.0952	11.757	11.4245	11.2492	12.0141	11.6863	11.6503	11.363
GS1_SS_05221_01422	SCSGAM2103C12.g	.	.	.	HVA22-like protein f; AtHVA22f							10.1138	10.2741	9.7548	9.0297	10.4642	9.6283
GS1_SS_00395_15840	SCMCRT2104E06.g	Oxidative phosphorylation	Reductase	Photosynthesis	(O23877) Ferredoxin-NADP reductase, embryo isozyme, chloroplast precursor (EC 1.18.1.2) (FNR)							8.3032	8.1454	9.0523	7.8799	8.7455	8.6263
GS1_SS_07710_10743	SCUTLR1037D02.g	Others	uncharacterized	.	Pyrrolidone-carboxylate peptidase; 5-oxoprolyl-peptidase; Pyroglutamyl-peptidase I; PGP-I; Pyrase	11.0082	10.5664	12.0365	11.2264	10.2772	11.1219	11.9629	11.5292	12.3576	11.6684	11.9555	12.0867
GS1_SS_07713_19265	SCCCLR1068E11.g	.	.	Nucleic acid metabolism	Vegetative cell wall protein gp1; AltName:Hydroxyproline-rich glycoprotein 1; Flags: Precursor				10.8837			8.5084	9.1118	8.7685	10.2867	8.3716	9.0077
GS1_SS_07714_13991	SCEZHR1085F01.g	.	.	.	Histone-lysine N-methyltransferase, H3 lysine-9, H3 lysine-27, H4 lysine-20 and cytosine specific SUVH2; Histone H3-K9 methyltransferase 2; H3-K9-HMTase 2; H3-K27-HMTase 2; H4-K20-HMTase 2; Cytosine-HMTase 2; Suppressor of variegation 3-9 homolog pro	9.0625	8.6531	9.0551	8.5567			9.8348	9.3594	10.5268	10.4877	10.1368	10.1239
GS1_SS_07715_10131	SCCCLR2002G03.g	.	.	.	Soluble inorganic pyrophosphatase 1, chloroplastic; Pyrophosphate phospho-hydrolase 1; PPase 1; Inorganic pyrophosphatase 1;	13.4794	12.5191	13.2389	11.3565	12.8038	14.1131	11.3766	11.2436	10.9604	11.2565	11.4338	11.5063
GS1_SS_05159_04996	SCSGAM2078A05.g	.	.	.	.							7.9253	8.8993	8.3192	9.1381	8.3479	8.1622
GS1_SS_02766_21097	SCACLR1127B10.g	.	.	Protein metabolism	40S ribosomal protein S21	15.6359	16.1726	16.3497	15.1131	15.2115	16.6014	16.0994	15.7846	16.2763	15.6319	16.172	15.3234
GS1_SS_05155_07108	SCSGAM2077G03.g	.	.	.	Golgin candidate 4; AtGC4							7.3815	7.9853	7.9478	8.5398	8.0633	7.8984
GS1_SS_05152_15303	SCUTLR2015B09.g	.	.	Transcription Factor	zinc finger protein/alfin-like	10.7178	10.6492	11.0575	11.749	9.6371	9.7361	10.7993	11.1124	10.6875	11.3532	10.599	11.0576
GS1_SS_02764_00289	SCEQRT2099B10.g	.	.	.	.		8.5362	8.3686				9.7643	8.9976	10.3859	9.3509	9.8561	9.4388
GS1_SS_07704_18776	SCEZHR1085B10.g	.	.	No matches	.		8.3464	8.1221				7.8037	7.8563	8.6415	8.6828	8.4404	8.3236
GS1_SS_25329_13652	SCCCRZ2002A05.g	DNA metabolism	.	Secondary metabolism	inositol monophosphatase family	12.3628	12.1559	13.4125	13.2651	12.2511	12.2425	12.8795	12.5241	12.8186	13.1253	12.9084	12.885
GS1_SS_25330_11533	SCCCLR1C04B02.g	.	.	.	UPF0497 membrane protein At1g17200	13.9687	13.5515	14.8776	13.4242	13.849	13.8382	11.5269	11.2588	11.875	11.5326	11.4328	11.4482
GS1_SS_25326_10960	SCSBSD1031D11.g	Unknown	uncharacterized	.	RecName:Serine/arginine repetitive matrix protein 2		9.0486	10.5433	12.8862	8.5482		13.0578	14.6152	12.9841	14.5884	12.4165	13.0432
GS1_SS_25328_01460	SCRLAD1100A02.g	.	.	.	RecName:Serine/arginine repetitive matrix protein 1; AltName:SR-related nuclear matrix protein of 160 kDa; Short=SRm160; AltName:Ser/Arg-related nuclear matrix protein	12.0873	12.3618	12.4296	11.7094	11.545	11.6983	11.3698	10.9562	11.9108	11.8181	11.4586	11.5118
GS1_SS_25335_05871	SCEZAM1083C11.g	.	.	.	Peroxisomal biogenesis factor 3; Peroxin-3; Peroxisomal assembly protein PEX3	8.593	8.6552	8.9208	8.9764	8.3802	8.0815	10.1358	9.8417	10.5569	10.17	10.5581	10.4175
GS1_SS_25332_01944	SCEZRT3070D05.g	Transport	Membrane transporter	.	ABC transporter			8.9759	12.7577			10.1393	10.485	11.3967	11.0028	11.4662	10.6483
GS1_SS_25333_10846	SCRLFL1008C09.g	.	.	.	F-box protein SKIP14 OS=Arabidopsis thaliana GN=SKIP14 PE=1 SV=1 							8.6574	9.4955	9.7718	10.1435	9.6227	9.9697
GS1_SS_25325_16089	SCRLLR1059F03.g	Protein metabolism	ubiquitin	Protein metabolism	Ubiquitin conjugating enzyme UBC9A	14.3706	15.0383	15.4578	16.3272	15.3217	13.6753	13.0831	11.5301	12.9817	11.9629	13.0502	13.0454
GS1_SS_07735_15374	SCJLRT1014G09.g	.	.	Carbohydrate metabolism	.	11.1489	11.0237	10.8494	11.2731	10.0386	10.5105	11.1136	10.7423	11.1119	10.2076	10.939	10.0825
GS1_SS_02774_18192	SCVPLR2019G07.g	.	.	Protein kinase	Undefined- unclassified							7.218	7.8321	7.5987	7.3606	7.6675	7.1277
GS1_SS_05165_08127	SCSGAM2078E02.g	.	.	.	Protein FAR1-RELATED SEQUENCE 6 OS=Arabidopsis thaliana GN=FRS6 PE=2 SV=1 							7.1766		7.2909		7.2911	6.9033
GS1_SS_02773_07211	SCQGAM1045C01.g	.	.	.	Formin-like protein 14; Short=AtFH14								6.7544	6.9802	7.3054	6.7816	
GS1_SS_02772_14664	SCQGAM1045B09.g	Cell wall metabolism	cell wall differentiation	Cell wall	Pectinacetylesterase				9.2766			9.8542	10.4011	10.4889	10.5274	10.0166	10.2655
GS1_SS_02771_08052	SCEQRT2028A05.g	.	.	.	.	10.2259	9.9451	10.5295		10.2246		10.4861	10.708	11.342	10.1597	10.7619	10.3683
GS1_SS_02785_04589	SCEQRT2101B06.g	.	.	.	.					8.2499		9.7447	9.424	9.8917	10.0241	9.9883	9.8798
GS1_SS_07726_16461	SCCCLR1022E06.g	.	.	Protein metabolism	26S proteasome regulatory particle triple-A ATPase subunit4	13.0671	13.351	13.515	12.9727	12.8221	12.5168	13.4938	13.107	13.8143	13.0527	13.4095	12.9876
GS1_SS_02782_12889	SCQGAM1045F05.g	Unknown	no matches	.										7.0808		6.8133	7.6802
GS1_SS_05170_11742	SCBFRT1068G09.g	.	.	.	Branched-chain-amino-acid aminotransferase 5, chloroplastic; Atbcat-5;							7.5248		7.3898	8.3114	7.4699	8.1731
GS1_SS_07728_18250	SCEZLB1013G06.g	Signal Transduction	early-responsive to dehydration stress	Stress	drought and cold response	8.8766	10.4135	9.8177	11.3102	9.5544	9.1872	13.8369	13.4383	14.4486	14.0935	14.3295	15.0177
GS1_SS_02775_14412	SCQGAM1045C11.g	RNA metabolism	ribosomal protein	.	60S ribosomal protein L22-2	13.577	13.8268	13.3867	12.9785	12.8724	14.6771	13.0575	12.5405	13.314	12.2383	13.1257	12.2434
GS1_SS_07744_18917	SCUTLR2015A11.g	Others	uncharacterized	Stress	Water stress	10.3645	11.5471	11.0127	11.3206	11.168	10.0644	11.3272	12.8709	11.8625	12.2067	12.3206	12.2211
GS1_SS_07751_16813	SCQSHR1023B08.g	Signal Transduction	transcription factor	Transcription Factor	AP2/EREBP	8.445	10.1185	10.3186	11.2876	12.3841	11.9618	15.0064	14.5056	14.666	16.6792	13.6365	15.0993
GS1_SS_07755_19948	SCMCCL6054B05.g	.	.	Transporters	ABC1 family (ABC1)	10.3728	10.3182	10.2649	11.0298	10.3097	9.7548	10.5373	11.1573	10.6867	11.3858	10.7604	10.7778
GS1_SS_05179_19954	SCSGAM2078C06.g	.	.	Cell cycle	Cell division control protein 1	8.9243	9.1022	9.7439	9.0268	8.4424		10.4943	10.5969	11.3148	11.2406	10.9289	10.9203
GS1_SS_00343_11026	SCSFSB1101H10.g	Unknown	.	.	.	10.8525	10.2781	10.9904	9.3554	9.3448	10.5119	9.2011	8.6284	9.1486	10.0831	8.753	9.5271
GS1_SS_05177_10724	SCCCLR2C01G07.g	Signal Transduction	quinase	Protein kinase	SNF-like kinase	14.8822	14.2576	15.6262	14.7917	15.9268	13.3557	14.4757	13.9572	14.9116	16.2753	15.0085	15.6162
