probe_name	transcript_name	function	structural	category	sub category 1	Circadian_24h.c	Circadian_24h.t	Circadian_28h.c	Circadian_28h.t	Circadian_32h.c	Circadian_32h.t	Circadian_36h.c	Circadian_36h.t	Circadian_40h.c	Circadian_40h.t	Circadian_44h.c	Circadian_44h.t	Circadian_48h.c	Circadian_48h.t	Circadian_52h.c	Circadian_52h.t	Circadian_56h.c	Circadian_56h.t	Circadian_60h.c	Circadian_60h.t	Circadian_64h.c	Circadian_64h.t	Circadian_68h.c	Circadian_68h.t
GS1_SS_05769_13452	SCCCCL3002D05.b	Unknown	.	.	.	12.5852	12.6398	12.7008	12.5165	12.5532	12.4919	12.7669	12.6211	12.6611	12.5604	12.7069	12.9357	12.3787	12.5469	12.258	12.1272	12.6227	12.5317	12.3472	12.5019	12.6305	12.7448	12.5442	12.2688
GS1_SS_00958_09209	SCCCCL4009C10.g	.	.	.	Spatacsin; Spastic paraplegia 11 protein homolog	8.1457	8.4048	8.5468	8.6574	8.2863	8.3426	8.3002	8.0918	8.2033	8.1692	8.3692	8.5128	8.3369	8.5259	8.4391	8.404	8.3595	8.3802	8.2634	8.3221	8.2683	8.0247	8.1229	8.2046
GS1_SS_03399_09656	SCBFRZ2048A03.g	.	.	.	Protein GDAP2 homolog	11.1838	11.2295	11.443	11.4686	11.3173	11.1673	11.367	11.6901	11.1995	11.2019	11.5586	11.7736	11.0701	11.2994	10.8292	10.5828	11.4271	11.4505	11.0367	11.2204	11.1807	11.3106	11.3673	11.1675
GS1_SS_25862_06215	SCMCSD2060H05.g	Unknown	uncharacterized	.	.	6.312		6.3122	6.5026	5.9975	7.1214	6.1679	7.0723			6.0451		6.1956		7.0136	7.2155	6.0754	7.2452	6.2154	6.3137	5.9707			5.8735
GS1_SS_25859_03449	SCCCLR1C07F11.g	.	.	.	60S ribosomal protein L32-1	11.9219	11.191	12.1797	11.5701	11.9756	11.9974	12.1425	12.8269	11.9319	11.9761	12.3024	12.7604	12.0131	11.5539	11.7394	11.3261	12.0898	12.0806	11.9249	12.1428	11.9355	12.4219	12.4349	12.2023
GS1_SS_05692_12431	SCCCCL2001A01.b	.	.	.	Protein YIPF7; YIP1 family member 7	10.5959	10.46	11.052	11.1015	10.8819	11.0074	10.7971	10.6967	10.6832	10.7271	10.9261	10.7329	10.8012	10.7307	10.5509	10.5524	10.8522	10.8602	10.8211	10.8041	10.7235	10.7231	10.8089	10.7417
GS1_SS_25850_05123	SCQGSD2047G09.g	.	.	.	F-box protein At5g39250	9.9216	9.7483	10.3575	10.3204	10.1228	10.3527	10.1991	10.1633	10.121	10.1106	10.1523	10.1952	10.089	9.9994	9.8724	9.826	10.1597	10.3341	10.0702	10.1323	10.0968	9.9478	9.9525	9.9203
GS1_SS_25852_13258	SCBFLB2095D11.g	Unknown	no matches	.	RecName:Putative glycine-rich cell wall structural protein 1; Flags: Precursor	8.4929	7.8924	8.786	7.162	8.5418	7.934	8.6235		10.2687	9.3632	9.0164	9.7238	8.6705	6.6724	8.3886		8.6569	6.8843	8.799	8.2245	8.7079	8.4628	5.9698	8.6349
GS1_SS_25849_11342	SCJFRT2060F08.g	.	.	.	Mitochondrial import inner membrane translocase subunit TIM22	12.5824	12.4653	12.7409	12.6413	12.4855	12.6242	12.7944	12.9106	12.3948	12.4535	12.5226	12.6504	12.4167	12.3154	12.2403	12.3035	12.6939	12.875	12.424	12.6971	12.6517	12.7574	12.4929	12.3742
GS1_SS_25857_08346	SCBGLB2071H09.g	Unknown	.	.	.	10.9225	10.2813	11.4455	10.9478	11.1704	11.3641	11.1559	12.0872	10.9038	11.0132	11.1677	10.6836	11.0496	10.562	10.6759	10.3097	11.2517	11.8058	11.0932	11.732	11.0962	10.9521	11.112	10.9888
GS1_SS_25853_14881	SCJFLR1073E07.g	Light harvesting	uncharacterized	Photosynthesis	(Q40519) Photosystem II 10 kDa polypeptide, chloroplast precursor (PII10)	14.9199	14.9276	15.0269	15.2896	14.7629	14.7387	15.0139	14.5349	14.6083	14.4975	14.712	15.011	14.6812	15.0107	14.3317	14.6018	14.7766	14.9846	14.6507	14.6015	14.878	14.4873	14.5341	14.2604
GS1_SS_25854_01380	SCBFRZ2019G08.g	.	.	.	UPF0047 protein yjbQ UPF0047 protein yjbQ	8.7615	9.1739	8.7727	9.5306	8.7251	8.9761	8.786	8.6769	8.3677	8.4169	8.8677	8.553	8.7028	9.227	8.8711	8.9548	8.4327	8.6654	8.7795	8.2796	8.7875	8.2918	8.234	8.5506
GS1_SS_03330_16716	SCCCLR1C07E12.g	.	.	Nucleic acid metabolism	regulation of transcription, DNA-dependent	13.6206	13.2896	13.7881	13.7005	13.5733	13.7716	13.6174	13.7187	13.3671	13.5326	13.5199	13.3639	13.4469	13.3438	13.3791	13.3713	13.6485	13.8075	13.4479	13.5907	13.5578	13.6192	13.3263	13.1119
GS1_SS_03329_03895	SCQGLB1029H03.g	.	.	.	33 kDa ribonucleoprotein, chloroplastic;	10.2407	9.3386	10.2635	9.8684	10.2032	10.3804	10.3792	10.925	9.9817	10.1319	10.3902	10.4354	10.0074	9.7114	10.0305	9.8453	10.319	10.6185	10.1635	10.4789	10.2831	10.5792	10.5901	10.1094
GS1_SS_05712_19612	SCCCCL2001H04.b	Carbohydrate metabolism	synthase	Carbohydrate metabolism	trehalose metabolism	12.6464	12.2767	13.1211	12.928	12.811	13.5101	12.7538	12.611	12.6941	12.7953	12.7749	12.2038	12.8058	12.4813	12.4552	12.8819	12.9436	12.9673	12.7723	12.7443	12.7317	12.6313	12.6617	12.5874
GS1_SS_05706_10336	SCCCCL2001F02.b	.	.	.	Nucleoside-triphosphatase; NTPase; Nucleoside triphosphate phosphohydrolase; Apyrase	8.2599	8.1993	8.5408	8.5639	8.4619	8.6398	8.1472	8.0427	8.3416	8.2484	8.5768	8.5964	8.3695	8.3659	7.9769	7.8382	8.4116	8.5194	8.5906	8.7173	8.3895	8.2974	8.2248	8.3569
GS1_SS_03316_09435	SCCCLR2003D04.g	.	.	.	.	8.1583	8.071	8.614	8.6395	8.7194	8.9219	8.4156	8.5863	8.6697	8.6488	8.4717	8.3054	8.7054	8.5677	8.5409	8.3822	8.5875	8.9856	8.7736	8.8911	8.3872	8.532	8.6329	8.1185
GS1_SS_03315_05170	SCCCRT2C02C04.g	.	.	.	Importin-4; Imp4; Importin-4b; Imp4b; Ran-binding protein 4; RanBP4	10.5	9.7909	10.3124	9.691	10.1146	10.269	10.8696	11.277	9.9227	10.2625	10.1297	10.1899	10.2199	9.7584	10.3487	10.1236	10.13	10.4758	10.0795	10.5385	10.6554	10.7881	10.2584	10.0393
GS1_SS_05700_20667	SCCCCL2001C01.b	.	.	Protein metabolism	Protein synthesis initiation factor 4G	12.59	12.4939	12.5465	12.6267	12.5095	12.7232	12.7731	12.5602	12.3758	12.434	12.5246	12.422	12.4745	12.404	12.0922	12.3933	12.5304	12.6169	12.5438	12.5855	12.677	12.4383	12.1665	12.2804
GS1_SS_05696_15499	SCCCCL2001B01.b	.	.	Calcium metabolism	calmodulin-binding protein	13.3716	12.9638	13.2453	13.1535	13.069	13.1764	13.3446	13.4465	12.8823	12.9872	13.1225	13.1239	12.927	12.8575	12.8805	13.0331	13.1382	13.4203	12.8719	12.9017	13.194	13.1894	13.0694	12.8676
GS1_SS_03311_11546	SCSGAM1095E08.g	.	.	.	.				6.324	6.1911	6.3075				6.2286	6.5119	6.5425	6.3641	6.4094					6.5501	6.3506			6.3021	6.4164
GS1_SS_05710_02918	SCCCCL2001H01.b	Others	amidotransferase	.	Stem-specific protein TSJT1	8.362	8.4728	8.8278	9.2492	8.6737	8.9297	8.4722	8.3401	8.468	8.5865	8.9456	8.7403	8.8211	8.8746	8.069	7.9832	8.6951	8.5781	8.9084	8.9801	8.4664	7.9827	8.8124	8.6714
GS1_SS_03328_11573	SCSGAM1096E09.g	.	.	.	DNA (cytosine-5)-methyltransferase 1B OS=Oryza sativa subsp. japonica GN=MET1B PE=2 SV=1 			6.9483	7.1509	7.1943	7.4269				6.2851	6.9444	7.0838	7.0294	6.9612	6.7714		6.422	6.5623	6.5159	6.5644	5.9474	6.0913	6.4863	6.7896
GS1_SS_05709_21218	SCCCCL2001G12.b	Signal Transduction	Kinase	Receptors	Putative wall-associated protein kinase	10.1691	10.5882	10.4805	10.7313	10.2195	10.0352	10.3575	10.0679	10.2697	10.1535	10.2537	10.371	10.1967	10.5776	10	10.3133	10.3671	10.3209	10.2151	9.9007	10.3904	10.2564	10.0108	10.0803
GS1_SS_03325_09833	SCSGAM1096C06.g	.	.	.	Insulin-degrading enzyme; Insulin protease; Insulinase; Insulysin	7.911	7.5629	8.0334	7.8396	8.0028	7.8428	8.0363	8.4886	7.6075	7.9881	7.2802	7.4779	7.8781	8.0151	8.2142	8.0237	7.9409	8.3341	7.7957	7.704	7.9714	8.2539	7.7808	6.8328
GS1_SS_05708_17632	SCCCCL2001G03.b	.	.	Stress	drought and cold response	6.2292	6.2665	6.99	6.5589	6.7568	6.7395	6.2736	6.7784	6.7147	6.7415	6.7242	6.6148	6.7455	6.3139			6.5499	6.4983	6.563	7.0663	5.8346	6.4498	6.656	6.2453
GS1_SS_03323_18853	SCSFRT2068D10.g	Development	ATP binding	Receptors	STRUBBELIG-RECEPTOR			6.3352	6.164	6.0299				6.2458	6.0874	6.483	6.4713		6.0381				5.9671		6.1989		6.1673	5.8369	5.9504
GS1_SS_05707_21068	SCCCCL2001F07.b	.	.	Cell cycle	RNA Pol II	6.8753	6.3982	7.266	6.649	6.8144	7.0393	6.8141	7.1271	6.7824	6.9366	6.8599	7.1866	6.8133	6.6027	6.9416	6.881	6.8366	7.0622	7.0769	7.2198	6.7705	6.9341	6.9566	6.6502
GS1_SS_25876_13183	SCBGSD2052H04.g	.	.	.	Gibberellin-regulated protein 2;			5.6897	6.1571							5.7503								5.7025					
GS1_SS_25878_03497	SCSBSD2057F12.g	.	.	.	.	9.127	8.8109	9.6706	9.3811	9.6128	9.8418	9.3692	10.1035	9.525	9.5461	9.5312	9.5337	9.5572	9.2065	9.2023	8.7748	9.4731	9.5956	9.5408	9.7506	9.2593	9.6094	9.5996	9.3963
GS1_SS_03332_00251	SCSGAM1096G12.g	.	.	.	.			6.468	6.1578		6.4673		6.972		6.4195	6.1482	6.4177		6.3079			5.975		6.3391	6.5291	6.3293	6.8505	6.5838	6.2544
GS1_SS_05714_11038	SCCCCL2001H11.b	.	.	.	.	10.5388	10.3837	10.5348	10.654	10.3454	10.5918	10.5331	10.5578	10.1624	10.1078	10.4017	10.4801	10.2271	10.3998	10.333	10.6202	10.4322	10.5816	10.2926	10.2392	10.4777	10.6344	10.1967	10.2564
GS1_SS_25865_14951	SCCCSD1091H03.g	.	.	No matches	.			6.9017	7.1533	7.2902	7.1789			7.4697	7.1252	6.9678	7.2636	7.4942	8.0628			6.2243	6.0617	8.0751	7.6155	5.983	5.9902	6.7918	6.7463
GS1_SS_25867_08379	SCVPRT2080G12.g	Protein metabolism	protease	.	Aspartic proteinase-like protein 1;	12.3361	13.6469	12.2873	12.9837	12.1518	11.2563	12.5544	11.9388	12.1245	11.9357	12.1987	12.2785	12.0461	12.3809	11.8388	11.8011	12.1323	11.1724	11.8902	11.8016	12.3117	12.3195	11.6584	11.7856
GS1_SS_25874_14513	SCBFLR1046E05.g	.	.	.	RecName:Transcription factor VOZ1; AltName:Protein VASCULAR PLANT ONE-ZINC FINGER 1; Short=AtVOZ1	11.3009	11.456	11.5343	11.545	11.3578	11.4192	11.5392	11.5195	11.4215	11.1338	11.5139	11.6575	11.2824	11.3921	11.2082	11.2105	11.391	11.4108	11.2712	11.2388	11.4642	11.4447	11.409	11.4468
GS1_SS_25875_16979	SCUTSD2025B05.g	Unknown	Uncharacterized	No matches	.	13.5115	13.4147	13.7128	13.3114	13.3523	13.1147	13.6206	13.4079	13.6863	13.317	13.7721	14.1601	13.4418	13.5569	13.2744	12.8207	13.6799	13.3855	13.32	13.3987	13.375	13.5482	13.6524	13.5094
GS1_SS_25873_09111	SCRFLR1012G03.g	Redox metabolism	thioredoxin	.	Thioredoxin M-type, chloroplastic; Trx-M;	17.4225	16.9506	16.9788	17.0265	16.7326	16.8332	16.933	17.085	17.1197	16.3651	16.8974	16.8077	17.041	16.6384	16.6887	16.8476	16.3432	16.8905	16.6628	16.6476	16.8918	16.462	16.542	16.6202
GS1_SS_00907_15275	SCCCLR2004H12.g	RNA metabolism	others	Nucleic acid metabolism	Protein argonaute 1B 	13.7042	14.0292	13.8271	14.278	13.6255	13.7339	13.8724	13.5564	13.6341	13.2294	13.8407	13.7627	13.5937	13.7129	13.5099	13.5419	13.7559	13.7558	13.5711	13.3423	13.6866	13.3124	13.1302	13.6257
GS1_SS_00908_20978	SCCCST2002G11.g	Transport	transporter	Transporters	K+ potassium transporter (K_trans)	12.59	13.0002	13.2202	13.2732	12.9019	12.9587	12.7696	12.2472	13.2478	12.928	12.813	12.9468	12.9186	13.0605	12.2477	12.2758	13.0055	12.6753	12.7624	12.7099	12.6302	12.3731	12.2526	12.5428
GS1_SS_03357_18236	SCACLR2014A10.g	Transport	Membrane transporter	Calcium metabolism	ABC transporter	11.0015	11.5203	11.7227	12.0079	11.4857	11.7647	11.1896	10.666	11.7762	11.5908	11.457	11.4568	11.4631	11.0582	10.9067	10.8176	11.6379	11.2271	11.5282	11.2569	11.2725	11.5884	10.7067	11.3667
GS1_SS_05726_20420	SCCCCL3001D09.b	.	.	Phosphatases	Serine/Threonine Phosphatases	13.6522	14.1049	13.7975	13.886	13.5827	13.2712	13.816	13.7624	13.486	13.4418	13.6043	13.4644	13.5988	13.5442	13.2221	13.1677	13.6539	13.5956	13.4492	13.4642	13.6351	13.5846	13.3217	13.2378
GS1_SS_03343_11640	SCCCCL5071H01.g	Signal Transduction	Uncharacterized	.	Coleoptile phototropism protein 1 (Non-phototropic hypocotyl 3-like protein) (NPH3-like protein)	6.7852	7.243	7.7629	8.0078	6.869	6.4368	6.6008		6.8631	7.1278	6.8827	7.0739	6.9422	7.1015	7.5617	7.1114	7.1154	6.8669	6.8199	7.0246	6.6694	6.4652	6.4774	6.5331
GS1_SS_00899_08808	SCCCCL2001F11.b	.	.	.	RecName:Clathrin light chain 1	13.4034	13.4245	13.5386	13.6615	13.368	13.5569	13.6197	13.4673	13.2864	13.2738	13.5095	13.4665	13.3853	13.3616	13.1499	13.215	13.4757	13.5757	13.3256	13.2433	13.3966	13.2151	13.2505	13.3576
GS1_SS_03338_15218	SCCCCL5072C09.g	.	.	Nucleic acid metabolism	RecName:Deneddylase	10.8519	10.828	11.1865	11.2538	10.8947	10.9657	11.1149	11.1729	10.8959	10.8725	11.3087	11.4183	10.8494	10.8673	10.6423	10.4456	11.1764	11.0732	10.8646	10.8371	10.9761	11.0045	11.082	11.0512
GS1_SS_00896_15976	SCAGLR1043A06.g	Light harvesting	Clorofila	Carbohydrate metabolism	chlorophyll a/b binding protein (CAB)	16.269	16.0854	15.932	16.456	15.9179	16.4657	16.2444	15.767	16.0282	15.815	16.4281	15.6903	16.2683	16.0542	15.6082	15.8005	15.7115	16.2026	15.9991	15.7207	16.2791	15.1214	15.4105	16.1421
GS1_SS_00897_19402	SCCCST1006A11.g	AminoAcid and nitrogen metabolism	dehydrogenase	Amino acid metabolism	Putative glycine dehydrogenase	10.3001	10.866	10.0185	10.9348	10.0459	10.1935	10.6168	9.0785	9.8253	9.4749	9.6254	9.6517	9.8417	10.5829	10.3487	10.6935	9.957	10.1283	9.8793	9.199	10.5211	9.8516	8.7645	9.2699
GS1_SS_05716_08869	SCCCCL3001A07.b	Unknown	uncharacterized	.	.			5.7209	6.0721	5.7555				5.7481	5.5223	5.813	5.9347		6.0231					6.4376	6.5027				
GS1_SS_00904_10764	SCEQRT1026E05.g	Cell wall metabolism	Other glycan degradation	Cell wall	beta-1,3-glucanase Glycosyl hydrolases family 17	7.9375	7.6956	8.8072	8.808	8.6974	8.6233	8.3309	8.2591	9.0938	8.5536	8.5396	8.6777	8.5307	8.6059	8.3673	8.2824	8.539	8.4039	8.7084	8.8715	8.3421	8.4546	8.3163	8.0851
GS1_SS_03354_13821	SCACFL8022F04.g	Carbohydrate metabolism	.	Cell wall	Glycosyl transferase family 8 (cell wall metabolism, starch metabolism or  lipopolysaccharide biosynthesis)	9.4686	9.7068	9.6399	9.65	9.1766	9.2285	9.7546	9.7175	9.2948	9.1976	9.6373	9.8931	9.1707	9.2329	9.2689	8.9886	9.4948	9.4297	9.2977	9.4037	9.5768	9.6695	9.5061	9.4842
GS1_SS_00906_16020	SCCCRZ1004G10.g	.	.	Nucleic acid metabolism	regulation of transcription, DNA-dependent	12.0366	11.8522	12.7551	12.6819	12.4841	12.811	12.0358	11.9449	12.4352	12.3734	12.5078	12.4977	12.3473	12.2335	11.7096	11.836	12.5508	12.5179	12.3572	12.4342	12.1307	12.1317	12.2404	12.3855
GS1_SS_05733_17622	SCCCCL3001G05.b	AminoAcid and nitrogen metabolism	.	Amino acid metabolism	putative dihydroxy-acid dehydratase	12.4491	10.9487	13.0006	11.8574	12.9662	13.0734	12.6114	13.4162	12.9821	13.205	13.0343	12.7186	12.943	11.8628	12.331	11.6505	13.0715	13.0651	12.9297	13.3349	12.6422	13.0964	13.0992	12.8545
GS1_SS_03351_04318	SCJFRZ1005G10.g	Cytoskeleton and vesicle trafficking	microtubule binding	.	Kinesin-4; Kinesin-like protein D	6.3746	6.9634	7.1521	6.7692	6.8361	6.587	6.6322		6.9665	7.6376	6.7193	6.4722	6.569		7.1907		6.7944	6.3014	6.6166	6.3373	6.307	6.8338	5.5698	6.369
GS1_SS_03348_21436	SCEPRZ1008C06.g	.	.	Protein kinase	calcium-related	8.2605	8.5672	9.0741	9.0312	8.8654	8.9519	8.3015	8.3583	8.7673	8.9423	8.9107	9.1126	8.9682	8.8592	8.6153	8.3906	8.8065	8.6684	8.9897	8.9357	8.5744	8.5634	8.8605	8.9111
GS1_SS_05729_16932	SCCCCL3001E05.b	Carbohydrate metabolism	kinase/phosphatase	Carbohydrate metabolism	SIP homologue (AKIN beta)	12.8467	12.4415	13.6875	13.524	13.1465	13.7594	13.1031	12.7427	13.102	13.3632	13.3383	12.6581	13.4213	12.9216	12.5011	12.9969	13.2026	13.1861	13.1736	13.0207	12.8633	12.3376	12.7356	13.1554
GS1_SS_00902_02110	SCCCCL3003H05.b	Others	.	.	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SamDC) [ S-adenosylmethionine decarboxylase alpha chain; S-adenosylmethionine decarboxylase beta chain]	16.0965	16.2282	16.11	16.4324	15.9681	15.7251	16.181	15.768	16.0063	15.7224	15.9373	15.806	15.9748	16.1146	15.5449	15.4246	16.0099	16.0112	15.8112	15.7486	15.9228	15.7265	15.6181	15.6736
GS1_SS_03344_03674	SCVPRZ3027B03.g	.	.	.	.	7.0949	6.6632	7.4052	6.7787	7.1032	7.6101	7.3604	8.0173	7.1505	7.0533	7.3342	7.2785	6.9794	6.9087	7.5547	7.0991	7.3041	7.631	7.043	7.4657	7.0944	7.5263	7.2503	6.7721
GS1_SS_03287_20334	SCEZAM1083A01.g	.	.	Small GTPases	Rab	7.0095	6.9106	7.8966	7.9136	7.4905	7.748	7.2666	7.2699	7.5236	7.6349	7.6603	7.8384	7.5724	7.604	8.6212	9.0209	7.5049	7.6471	7.7072	7.6627	7.3749	7.512	7.301	7.4774
GS1_SS_03283_11459	SCSGAM1094A12.g	.	.	.	Zinc finger CCCH domain-containing protein 41; OsC3H41	6.5791	6.3587	6.4843	6.8643	6.4443	6.3573	6.5637	6.56	6.1047	6.2819	6.5499	6.3782	6.3389	6.8563	7.0693	7.161	6.5631	6.9466	6.631	6.6309	6.7883	6.7937	6.5343	6.1871
GS1_SS_03281_18732	SCSGAM1094A08.g	.	.	Nucleic acid metabolism	DNA replication														5.6749					6.4254	6.0707				
GS1_SS_03280_09379	SCSGAM1094A05.g	Others	transferase	.	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, chloroplastic; 4-diphosphocytidyl-2C-methyl-D-erythritol synthase; MEP cytidylyltransferase; MCT; AtMEPCT; AtMECT;	8.8713	8.4213	9.2551	8.694	9.0173	9.2145	9.16	9.3765	9.0903	9.1182	9.1349	9.3961	8.9927	8.5646	8.9543	8.5006	8.8997	9.0565	8.9477	9.26	9.0088	9.1944	8.9972	8.721
GS1_SS_03273_13005	SCSFAM1078G04.g	.	.	.	Histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH3; Histone H3-K9 methyltransferase 3; H3-K9-HMTase 3; Suppressor of variegation 3-9 homolog protein 3; Su(var)3-9 homolog protein 3; Protein SET DOMAIN GROUP 19	8.2163	7.9	8.8056	8.8038	8.6811	8.9757	8.4343	8.7893	8.3724	8.5224	8.7506	8.4988	8.5548	8.3604	8.2902	7.9834	8.7285	8.918	8.4379	8.5278	8.3706	8.3805	8.6825	8.5359
GS1_SS_05667_07879	SCCCCL1001A04.b	.	.	Receptors	Receptor Ser/Thr kinase	6.3475	6.3258	6.5232	6.3548	6.6295	6.1219	6.3866		6.7427	6.9132	6.3227	6.8469	6.1749	6.5755	7.1899	7.1172	6.3875	6.0248	6.3613	5.9798	6.3197	6.4717	6.3925	6.0488
GS1_SS_03272_03345	SCACLR1036F06.g	.	.	.	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase; 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	11.2834	11.3408	11.6113	11.6257	11.445	11.3123	11.5007	11.5037	11.5181	11.4441	11.6659	12.0538	11.3584	11.4749	11.167	11.0436	11.4786	11.361	11.3267	11.2555	11.3857	11.5402	11.4903	11.3808
GS1_SS_03278_06650	SCSFAM1078H08.g	Unknown	.	.	.	6.9895	7.0013	7.5431	7.4792	7.0859	6.9505	7.2853	6.8475	7.3414	7.269	7.5232	8.0142	7.2668	7.5019	7.3776	7.677	7.1233	7.2175	6.9852	7.3242	7.1588	7.0945	7.1068	7.3031
GS1_SS_03277_13977	SCACLR1128A10.g	.	.	.	Importin-9; Imp9; Ran-binding protein 9; RanbP9	10.4408	9.911	10.7894	10.3931	10.6346	10.8376	10.6923	11.0364	10.6376	10.6739	10.6349	10.5709	10.5782	10.3362	10.2371	10.1019	10.751	10.9045	10.6964	10.8976	10.6267	10.8094	10.6154	10.4747
GS1_SS_05673_04256	SCCCCL1001H08.b	.	.	.	Enterobactin exporter entS (Protein p43) Enterobactin exporter entS Enterobactin exporter entS			6.3078	6.5056	6.2424	6.6039			6.1229	6.1164	7.0444	6.833	6.5283	6.2389			5.7081	6.1597	6.1849	6.6055			6.7439	6.7255
GS1_SS_03276_04008	SCSFAM1078H01.g	.	.	.	Uncharacterized protein sll0005	6.2463	6.2302	6.0617	6.6918	6.1371		6.1494			5.4235			6.1259	6.4453	6.8428	7.3697	5.7674	5.7667	6.0769		6.0452			
GS1_SS_03274_15357	SCJFLR2036E03.g	Signal Transduction	kinase/phosphatase	Protein kinase	undefined	8.1493	7.4764	8.7321	8.228	8.4767	8.6064	8.3087	8.7203	8.5191	8.7338	8.4817	8.3875	8.6098	8.4052	8.5982	8.3753	8.3724	8.5245	8.6626	8.6323	8.301	8.5746	8.4546	8.3749
GS1_SS_03310_13275	SCJFLR1074D10.g	.	.	.	UPF0511 protein C2orf56 homolog, mitochondrial;				5.9192										5.8798			5.4386	5.541			5.7491	5.5246	5.5286	
GS1_SS_03308_11595	SCQGLR1062F07.g	.	.	.	.	12.4502	12.267	12.5651	12.5017	12.357	12.44	12.7271	12.79	12.1629	12.2415	12.0727	12.0454	12.3326	12.2442	12.2185	12.1869	12.5872	12.7085	12.2469	12.3876	12.5636	12.5913	12.0025	11.9733
GS1_SS_05691_04450	SCCCCL1002H07.b	.	.	.	Phosphatidylinositide phosphatase SAC1; Suppressor of actin mutations 1-like protein	11.8917	11.8404	11.9937	12.1091	11.7567	11.9101	12.0754	12.111	11.6029	11.5691	12.0389	12.0175	11.6479	11.7796	11.4796	11.7117	11.9756	12.2484	11.72	11.7269	11.9751	11.8667	11.9492	11.8762
GS1_SS_03306_16446	SCCCCL4002D05.g	.	.	No matches	.	7.1621	6.869	7.2912	7.9616	7.4586	7.3764	7.0312	7.3888	6.8606	7.1319	7.2333	7.1994	7.5105	7.4666	7.7628	7.8763	7.295	7.8714	7.7143	7.6612	7.3385	7.0197	7.0567	7.0745
GS1_SS_05690_04733	SCCCCL1002F11.b	Unknown	.	.	.	9.0614	8.7809	9.5457	9.2992	9.3225	9.6888	9.3485	9.1346	9.4491	9.3481	9.5295	9.6632	9.3466	9.1348	8.7678	8.6043	9.3895	9.5313	9.2673	9.3237	9.2468	9.2308	9.1267	9.1155
GS1_SS_03296_12670	SCSGAM1094F07.g	.	.	.	Uncharacterized protein DDB_0266506	10.1003	10.3927	10.2413	10.2503	10.0478	9.7433	10.3102	10.4778	10.0067	9.8745	10.2965	10.6267	9.8943	10.1817	9.9146	9.5579	10.1733	10.1565	9.9705	10.0233	10.1851	10.2878	10.18	10.1476
GS1_SS_05682_09310	SCCCCL1002C03.b	.	.	.	.																	5.2176	5.2804						
GS1_SS_05680_01649	SCCCCL1001F08.b	.	.	.	D-alanyl-D-alanine dipeptidase; D-Ala-D-Ala dipeptidase	7.2115	7.6967	9.0015	9.7848	8.5955	8.7029	7.3037		8.8972	8.4646	8.5278	8.5892	8.9111	9.6856	8.1046	8.1794	8.0304	7.995	9.3394	8.7122	7.5008	6.8074	7.6943	8.2044
GS1_SS_03303_20620	SCSGAM1094H06.g	Signal Transduction	.	Protein kinase	MAPK/MAPKK/MAPKKK	10.5564	10.8405	11.0495	10.8679	10.7288	10.8889	10.7835	10.6619	10.7312	10.6201	10.7441	10.7212	10.7234	10.6845	10.0906	10.2928	10.7649	10.6397	10.6401	10.5469	10.6526	10.8399	10.451	10.4906
GS1_SS_05686_02922	SCCCCL1002E04.b	.	.	.	.	10.7576	10.3487	11.4173	11.0878	11.1258	11.3404	11.0795	11.1821	11.2399	11.0017	11.1884	11.2247	11.2052	10.9354	10.5378	10.7618	11.2404	11.3572	11.1932	11.3715	11.0476	11.1244	11.2055	11.1319
GS1_SS_05685_08689	SCCCCL1002D09.b	.	.	.	Ubiquitin-like protein 5	14.9448	14.8726	15.4028	15.233	15.1395	15.1066	15.0076	15.1159	14.8893	14.8862	15.0671	14.9844	15.0815	15.0772	14.4814	14.5639	14.9159	15.1139	14.9069	14.9586	14.9394	14.9725	14.9344	14.5814
GS1_SS_03301_03161	SCJFRZ2025G10.g	.	.	.	ADP-ribosylation factor GTPase-activating protein AGD3; Protein ARF-GAP DOMAIN 3; AtAGD3; Protein VASCULAR NETWORK 3; Protein SCARFACE	10.6484	11.1717	10.8498	10.6858	10.5646	9.984	10.9342	10.7335	10.8847	10.5269	10.6238	11.0048	10.5495	10.8401	10.2759	9.8932	10.6467	10.3237	10.4581	10.4578	10.6943	10.7958	10.3797	10.2182
GS1_SS_03297_11815	SCQGLR2017B10.g	RNA metabolism	ribosomal protein	.	40S ribosomal protein S9-2	9.45	8.8125	9.8341	9.1514	9.6527	9.583	9.6642	10.2827	9.4182	9.6627	9.6535	9.9225	9.4053	9.0116	9.4626	8.8607	9.6013	9.6403	9.3495	9.7086	9.545	10.1038	9.8539	9.2892
GS1_AS_24901_21212	SCSGLR1045D05.g	Signal Transduction	transcription factor	Secondary metabolism	putative ABA-responsive protein	7.0798	6.9165	7.8257	7.713	7.9176	7.9236	6.9402	6.8559	7.8525	7.629	7.7036	7.8782	7.8784	7.9958	7.8398	7.6422	7.334	7.3751	8.1708	8.0753	7.2656	7.2953	7.4279	7.9089
