probe_name	transcript_name	function	structural	category	sub category 1	15S_E1.1.C_C.030409_0.96.c	15S_E1.1.C_C.030409_0.96.t	15S_F1.1.C_C.030409_0.96.c	15S_F1.1.C_C.030409_0.96.t	36S_E1.1.C_C.030409_0.96.c	36S_E1.1.C_C.030409_0.96.t	36S_F1.1.C_C.030409_0.96.c	36S_F1.1.C_C.030409_0.96.t	79S_E1.1.C_C.030409_0.96.c	79S_E1.1.C_C.030409_0.96.t	79S_F1.1.C_C.030409_0.96.c	79S_F1.1.C_C.030409_0.96.t
GS1_SS_00734_05297	SCRLAM1010E02.g	.	.	.	Activating molecule in BECN1-regulated autophagy protein 1	7.6997	8.0146	6.8589		8.073	8.0711		6.9936	8.4781	8.8634	7.486	
GS1_SS_25697_04120	SCCCRT1002G01.g	Unknown	uncharacterized	.	Protein SSM1	8.1886	9.5363	11.0891	9.8166	14.2083	10.1402	14.1707	11.0537	10.861	9.1856	13.7212	9.9842
GS1_SS_00720_03518	SCQSLR1018F01.g	.	.	.	Vacuolar protein sorting-associated protein 29; Vesicle protein sorting 29	12.2885	12.1914	12.1456	12.4996	12.5917	12.2897	12.999	12.6045	12.5426	12.1236	11.8675	12.2113
GS1_SS_03157_15713	SCCCCL4002D02.g	.	.	Bioenergetics	ATP synthase subunit epsilon, mitochondrial	12.19	12.1407	12.1509	12.3171	12.5505	12.682	11.8923	12.5573	12.7027	12.9172	12.1504	12.5967
GS1_SS_05539_16475	SCMCCL6052D11.g	.	.	Protein kinase	calcium-related	10.9898	11.4716	6.7982	7.0549	11.0348	11.7266	7.4004	7.9851	10.6433	11.3155	7.6018	8.7706
GS1_SS_00722_11341	SCCCRZ2C03B06.g	.	.	.	.	13.2294	13.9086	9.9654	9.9878	13.1818	13.8463	10.4031	10.4386	12.5592	13.3788	10.2423	10.3953
GS1_SS_05537_12720	SCCCCL3005C07.b	.	.	Unknown protein	RecName:Mucin-2; Short=MUC-2; AltName:Intestinal mucin-2; Flags: Precursor	15.6598	14.5092	13.919	14.2434	14.9607	14.3885	12.775	14.5703	15.1892	13.9356	13.4984	13.5522
GS1_SS_03154_08454	SCJLLR1033B06.g	.	.	.	.	10.5473	10.3351			9.8284	10.171		6.6541	9.4724	10.0876		
GS1_SS_05535_11656	SCJFRZ1007B07.g	.	.	.	RecName:Methyl-CpG-binding domain-containing protein 11; Short=AtMBD11; Short=MBD11; AltName:Methyl-CpG-binding protein MBD11	14.7652	14.3717	13.4845	13.928	15.0462	14.143	14.0199	14.1147	14.6001	13.8718	13.0959	13.6078
GS1_SS_00718_07593	SCQGAD1065H07.g	Unknown	uncharacterized	.	RecName:MARVEL domain-containing protein 3	11.655	11.1333	9.2156	10.9116	12.0077	11.3415	12.2863	11.0216	10.0142	10.7469	8.4613	10.9075
GS1_SS_03153_16833	SCEQRT1026B06.g	.	.	Protein kinase	.	13.0824	13.1242	12.9066	12.5938	13.1772	13.0547	12.6818	12.8135	13.2257	13.2852	12.7934	12.2769
GS1_SS_05534_10740	SCBGLR1002F11.g	.	.	.	Proteasome subunit alpha type-4-2; 20S proteasome alpha subunit C; 20S proteasome subunit alpha-3	15.3437	14.2363	13.7643	14.0545	15.6076	14.2909	14.0044	14.5446	15.6624	14.3849	13.8112	13.8532
GS1_SS_03152_20044	SCMCRT2086C06.g	Unknown	Uncharacterized	No matches	.	7.6976	7.2354			7.1401	7.2766			7.4173	8.0753		
GS1_SS_00719_16072	SCEPAM1016B08.g	.	.	Protein phosphatase	serine/threonine PPM family	11.7282	12.0377	9.9644	10.3311	11.8665	12.4822	10.3006	10.6293	11.8493	12.5541	10.5104	10.9
GS1_SS_03163_09981	SCEPLB1042G11.g	.	.	.	Transmembrane protein 49	13.7537	13.5933	12.432	12.2564	14.0806	13.8887	12.9928	13.1092	13.9183	13.3974	12.3827	12.4062
GS1_SS_03162_11784	SCVPLB1019B03.g	.	.	.	Long-chain-fatty-acid--CoA ligase 5; Long-chain acyl-CoA synthetase 5; LACS 5	8.6397	7.439			9.3718	8.5039			8.6991	7.5398		
GS1_SS_00733_07155	SCSGST1070C04.g	.	.	.	.	7.682	8.0042	6.8073	6.8594	8.1862	8.329		7.2436	8.3955	9.0282	7.2214	
GS1_SS_05550_13006	SCCCCL3002E10.b	.	.	.	Tetratricopeptide repeat protein 1; TPR repeat protein 1	12.8226	12.0304	9.9679	9.5762	13.0748	12.0322	8.758	10.1926	12.9828	11.9619	9.6636	8.8816
GS1_SS_03159_09474	SCEQLB1068C11.g	.	.	.	E3 ubiquitin-protein ligase KEG OS=Arabidopsis thaliana GN=KEG PE=1 SV=2 	12.7285	12.6513	11.1286	11.3783	12.6755	12.6825	11.7325	11.5274	12.8502	12.8152	11.6935	11.7142
GS1_SS_00726_11946	SCRFLB1053H12.g	.	.	.	Probable methyltransferase PMT28 OS=Arabidopsis thaliana GN=At1g19430 PE=1 SV=1 	12.3092	12.2516	9.8808	10.3286	12.8435	12.5248	10.9669	10.5955	12.4374	12.2255	9.6681	10.1812
GS1_SS_05548_12185	SCCCCL5004A02.g	DNA metabolism	.	.	Transcription factor bHLH47 OS=Arabidopsis thaliana GN=BHLH47 PE=2 SV=1 	10.0112	12.8074	9.352	11.8027	11.755	13.4826	12.5113	11.8154	9.7856	12.8128	9.7037	12.0877
GS1_SS_05544_19640	SCCCRT1C05E01.g	Signal Transduction	transcription factor	Transcription Factor	HLH	11.7905	9.0861	6.3103		11.6523	9.0767		6.6591	11.777	9.0853		
GS1_SS_03158_01880	SCJFRT1060F02.g	DNA metabolism	histone H3	.	Histone H3.3 (H3.2) Histone H3.3 (H3.2) Histone H3.3 (Histone H3.2) Histone H3.3 Histone H3.3 Histone H3.3 (Histone H3.2) (Minor histone H3) Histone H3.3 Histone H3.3 Histone H3.3 Histone H3.3 Histone H3.3 Histone H3.3 (Replacement histone H3)	13.1845	13.6867	13.6482	13.8946	14.3031	14.7391	14.0162	15.0016	13.3085	14.0118	13.1556	12.8089
GS1_SS_00728_17281	SCQGAD1066H11.g	Unknown	.	No matches	.	14.1524	14.1582	12.6279	12.4048	14.4894	14.8394	13.0915	13.1925	14.4915	14.5368	12.2451	11.9687
GS1_SS_03113_02612	SCCCCL4015F02.g	Unknown	transferase	.	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase; Vitamin-B12-independent methionine synthase isozyme; Cobalamin-independent methionine synthase isozyme	14.4963	13.8651	12.664	12.8754	14.6902	13.9333	13.092	13.4443	14.6206	13.8129	12.8976	13.1564
GS1_SS_05480_13591	SCUTAM2088C04.g	.	.	.	Protein FAR1-RELATED SEQUENCE 3 OS=Arabidopsis thaliana GN=FRS3 PE=2 SV=2 	11.2989	11.4278	9.4887	9.3459	10.8716	11.4653	7.7168	9.6509	10.8978	11.4366	9.0696	8.8891
GS1_SS_03111_14241	SCRLAM1013A12.g	Unknown	.	.	RecName:65-kDa microtubule-associated protein 5; Short=AtMAP65-5	12.1683	9.5175			11.7847	9.5465			11.9843	9.8081		
GS1_SS_05470_01070	SCUTAM2087E09.g	Unknown	.	.	RecName:Formin-like protein 6; AltName:OsFH6	7.1465	7.6888			7.3199	7.8206			7.3586	7.9167		
GS1_SS_05469_10499	SCUTAM2087E04.g	.	.	.	Probable mediator of RNA polymerase II transcription subunit 20; Mediator complex subunit 20	13.0661	12.4739	10.604	10.4971	12.9758	12.9343	10.3189	10.7877	12.6721	12.062	9.9117	9.8977
GS1_SS_03098_21163	SCJFRT2055E09.g	.	.	Protein kinase	MAPK/MAPKK/MAPKKK	6.8305	7.4065			6.8786	8.0296						
GS1_SS_03097_00896	SCEQRT2093E02.g	RNA metabolism	Transcription	.	.	10.5804	10.9149	8.267	8.6376	10.5162	11.0359	8.3317	9.0343	10.2602	10.8036	8.0158	8.1016
GS1_SS_05467_14389	SCJFRZ2028F09.g	.	.	.	.	12.9531	13.267	12.396	12.3494	13.1686	13.5233	12.8747	12.6999	13.0198	13.5197	12.4027	12.7471
GS1_SS_05465_20155	SCRFLR1012C09.g	.	.	Small GTPases	rab	14.2708	14.3805	10.9334	10.62	14.6057	14.5085	12.0381	11.2167	14.597	14.7915	11.7976	12.4612
GS1_SS_03110_08851	SCCCLB1003H11.g	Others	uncharacterized	.	Putative protein ABIL2; Abl interactor-like protein 2	11.1753	10.7419			10.0788	10.0388			10.8381	9.1199		
GS1_SS_05476_18799	SCJLRZ1027E02.g	Development	kinase/phosphatase	Protein kinase	GSK3/shaggy	13.7473	14.1216	11.2413	11.175	13.9474	14.1261	10.6909	11.4111	13.5925	13.6346	12.1796	11.7728
GS1_SS_03109_09510	SCCCCL6003D12.g	Unknown	no matches	.		7.0249	7.407			6.4211	7.711				7.777		
GS1_SS_05474_09913	SCVPLR2027B06.g	.	.	.	UBX domain-containing protein 6; UBX domain-containing protein 1	13.1818	12.9768	11.0163	11.0287	13.7653	13.6399	12.3772	12.1668	13.4888	13.3711	11.8442	11.9923
GS1_SS_03107_12004	SCBFRZ2047E03.g	.	.	.	.									7.0279	8.1271		
GS1_SS_03104_01161	SCEZLB1007H12.g	.	.	.	.	6.4223				6.421	6.5295	7.5648	6.9546	7.3729	7.3499		
GS1_SS_05472_13302	SCEQRT2025G08.g	.	.	.	RecName:Protein NLP2; Short=OsNLP2; AltName:NIN-like protein 2; AltName:Nodule inception protein-like protein 2	6.8986	7.317			7.3679	7.9329			7.4138	7.7741		
GS1_SS_05483_11261	SCUTAM2088E10.g	.	.	.	F-box/FBD/LRR-repeat protein At1g13570	10.9991	10.9748	7.6785	7.6025	10.2765	10.7111		8.3028	11.3032	11.2294	7.4558	7.3442
GS1_SS_03126_09687	SCQGLR1086B02.g	.	.	.	.	13.4469	13.4855	9.803	10.3233	13.0023	13.6655	11.8919	9.8645	13.1679	13.6197	9.0694	9.9372
GS1_SS_03125_06381	SCRLAM1013H05.g	.	.	.	.	12.3868	12.4807	10.0742	10.8467	12.1945	12.3324	10.5163	10.8185	12.1623	12.2028	10.5608	11.4093
GS1_SS_05499_09764	SCUTAM2089F01.g	.	.	.	RecName:Lysine-specific demethylase 6B; AltName:JmjC domain-containing protein 3; AltName:Jumonji domain-containing protein 3	9.46	9.0092	6.543	7.1732	9.1555	9.0432		7.2409	9.4815	9.216	7.1357	7.7063
GS1_SS_05489_12783	SCCCLR1C05C07.g	.	.	.	Clathrin interactor 1 homolog; Epsin-4	12.839	12.7552	10.294	10.2938	12.5422	13.0109	10.2328	10.6012	12.3202	12.441	10.17	10.0499
GS1_SS_03118_03108	SCMCLR1032G10.g	DNA metabolism	Metilation and acetylation	.	Histone-lysine N-methyltransferase ASHH3; ASH1 homolog 3; Protein SET DOMAIN GROUP 7	10.7797	10.8094	9.0802	9.4997	10.65	11.3245	10.0235	9.4319	10.0394	10.2797	8.7325	10.1344
GS1_SS_03117_10150	SCJLRT2051D07.g	.	.	.	GPI transamidase component PIG-T; Phosphatidylinositol-glycan biosynthesis class T protein;	10.8547	11.5441	8.2417	8.3801	10.9686	12.1216	8.7117	8.9454	10.3715	11.2885	8.1564	8.3267
GS1_SS_05488_11985	SCEQLB1065C08.g	.	.	.	LysM and putative peptidoglycan-binding domain-containing protein 2	12.3098	12.6958	11.8361	11.6829	13.3459	12.5331	12.8642	12.0645	12.5974	12.3915	12.0377	11.7556
GS1_SS_03116_21248	SCVPAM1055A06.g	.	.	No matches	.	11.2821	11.4279	9.9688	9.5266	11.0567	11.3302	9.8575	9.6635	11.2832	11.7732	10.2711	9.6626
GS1_SS_05487_11334	SCUTAM2088G09.g	.	.	.	.	7.1013	7.5796			8.0495	8.0375				7.3529		
GS1_SS_05486_19024	SCUTAM2088F06.g	.	.	Nucleic acid metabolism	DNA methylation	10.1014	9.7646	6.3191	6.7319	10.0249	9.7498		7.1756	9.4314	9.5643		6.9661
GS1_SS_03115_11114	SCVPRZ2038C03.g	Unknown	uncharacterized	.	RecName:Glycoprotein gp2; AltName:Glycoprotein X; Short=GpX; Flags: Precursor	10.8003	12.1742	14.8189	13.3142	12.5145	12.6203	14.7414	15.0631	10.6806	11.6604	14.7287	11.7236
GS1_SS_05498_17977	SCUTAM2089E05.g	Carbohydrate metabolism	lyase	Carbohydrate metabolism	Starch and sucrose metabolism	14.8068	14.4147	7.3716	8.3267	13.8116	13.6425	8.485	9.122	13.9849	12.971	8.6552	7.5083
GS1_SS_03124_04961	SCVPCL6040C05.g	Lipid metabolism	kinase/phosphatase	.	Ceramide kinase (mCERK) (Acylsphingosine kinase)	10.8247	12.2158	9.6004	10.5461	11.3063	12.9404	10.2791	10.7838	9.7394	11.6305	9.0044	10.0422
GS1_SS_05497_13027	SCCCRZ1001G02.g	.	.	.	Meiotically up-regulated gene 89 protein	12.5607	13.2185	10.488	10.7877	12.6266	13.3369	11.2838	11.1268	13.1113	13.6031	11.0901	11.517
GS1_SS_03123_01911	SCACLR1128A09.g	Unknown	uncharacterized	.	.	12.162	13.2337	11.5608	11.6784	11.5906	12.8658	11.191	11.2692	12.6775	13.8687	12.1619	12.0092
GS1_SS_03120_11468	SCCCCL5002C09.g	.	.	.	Transmembrane protein 165; Transmembrane protein TPARL; TPA-regulated locus protein; Transmembrane protein PFT27	9.8467	9.2126			10.729	8.9697			9.3038	8.0976		
GS1_SS_05496_05132	SCUTAM2089D11.g	.	.	.	RecName:Nuclear nucleic acid-binding protein C1D	12.8029	13.0115	11.4429	11.1907	13.2451	13.1092	11.5511	11.613	13.2873	13.256	11.8581	11.7693
GS1_SS_05492_06942	SCMCST1054H08.g	.	.	.	.	11.1995	11.4641	7.3834	7.4433	11.1073	12.0459	7.9879	8.3743	11.2905	12.3226	8.0721	8.3133
GS1_SS_03119_05967	SCRLAM1013F08.g	.	.	.	.	8.2915	8.0613	6.707	6.577				6.9582	7.5119	7.7826	7.3795	
GS1_SS_05450_04200	SCUTAM2085H12.g	.	.	.	RecName:Serine/arginine repetitive matrix protein 2; AltName:300 kDa nuclear matrix antigen; AltName:Serine/arginine-rich splicing factor-related nuclear matrix protein of 300 kDa; Short=SR-related nuclear matrix protein of 300 kDa; Short=Ser/Arg-related nuclear matrix protein of 300 kDa; AltName:Splicing coactivator subunit SRm300; AltName:Tax-responsive enhancer element-binding protein 803; Short=TaxREB803	9.3439	8.0466	6.3751		8.955	8.1327		7.0667	9.3986	8.1552		
GS1_SS_05449_13776	SCCCAM2C08H01.g	.	.	.	Scarecrow-like protein 11; AtSCL11; GRAS family protein 31; AtGRAS-31	9.5677	9.8224			9.3514	9.8819		6.5727	8.8829	9.4517		
GS1_SS_05447_02391	SCUTAM2085G07.g	.	.	.	.	8.3542	9.1177		6.6212	8.7779	9.4493	7.2568	6.8977	7.8841	8.5255		
GS1_SS_05446_10843	SCSFRT2070H12.g	.	.	.	Cyclin-T1-2 (CycT1;2)	7.4055	7.5215			7.5024	7.5625			7.8231	7.3731		
GS1_SS_05441_12350	SCUTAM2085B10.g	.	.	.	.	7.0389				7.3285	7.5761		6.6564				
GS1_SS_05438_06882	SCCCCL4015B04.g	.	.	.	Retrovirus-related Pol polyprotein from transposon TNT 1-94; Includes: Protease; Includes: Reverse transcriptase; Includes: Endonuclease	10.3947	10.9881	10.3301	10.8188	10.6648	11.0578	10.9513	10.8139	10.6428	11.1566	10.4269	10.8035
GS1_SS_05445_20866	SCCCLR2004D07.g	.	.	Protein metabolism	40S ribosomal protein S15A	11.0262	9.7276	9.8535	9.6231	11.5841	10.0441	8.809	10.3197	11.5876	10.0894	9.5033	9.2663
GS1_SS_05444_17786	SCCCRZ1002F10.g	Signal Transduction	.	Receptors	receptor Ser/Thr kinase	16.0862	15.3137			15.9176	15.9692			16.609	15.6269		
GS1_SS_05443_01262	SCSGAM2076F12.g	Unknown	Uncharacterized	.	High affinity cationic amino acid transporter 1; CAT-1; CAT1; System Y+ basic amino acid transporter; Solute carrier family 7 member 1; Ecotropic retroviral leukemia receptor; Ecotropic retrovirus receptor; ERR	8.2031	7.9627	7.1329	7.2488	8.5602	8.1542		7.8461	9.5956	9.5899	8.1453	8.1731
GS1_SS_05442_06548	SCEPCL6029D09.g	.	.	.	Protein SET DOMAIN GROUP 41	8.9169	9.4587			8.9533	10.0354		7.7277	8.5863	8.9932	6.727	
GS1_SS_05464_04368	SCCCLR1C04A10.g	.	.	.	RecName:ENHANCER OF AG-4 protein 2; AltName:Protein AERIAL ROSETTE 1	9.332	9.2378	9.2538	9.5896	9.3093	9.5098	10.031	9.4404	10.5564	10.5857	10.794	12.2459
GS1_SS_05463_10225	SCVPCL6045F05.g	.	.	.	SEC12-like protein 1; Protein PHOSPHATE TRANSPORTER TRAFFIC FACILITATOR 1; PHF-1	11.57	12.276	12.1788	12.0767	12.3854	12.8132	12.8938	12.2877	12.4558	12.9777	12.6137	12.6484
GS1_SS_05453_13968	SCVPRZ3025F05.g	.	.	.	.	8.9386	9.0531	7.0945	6.8906	9.3463	9.3116		7.616	10.1968	10.0642	7.6401	7.4451
GS1_SS_05452_00064	SCUTAM2086C05.g	.	.	.	.	13.5892	13.203	11.1262	10.3788	13.885	13.6836	11.0476	11.3494	13.7173	13.7447	11.1035	10.2097
GS1_SS_05451_02079	SCUTAM2086C02.g	Carbohydrate metabolism	.	Cell wall	Glycosyl transferase family 8 (cell wall metabolism, starch metabolism or  lipopolysaccharide biosynthesis)	6.9382	6.8715			7.6837	7.3942	7.3698		7.0306		6.7939	
GS1_SS_05458_04068	SCUTAM2086F08.g	Others	hydrolase	.	Probable peptidyl-tRNA hydrolase 2; PTH 2	8.836	9.2821	8.7368	9.1884	7.1935	7.6006		7.0014	7.9987	8.8977	7.7375	8.0437
GS1_SS_05456_07470	SCCCCL4005A02.g	Unknown	uncharacterized	.	.	10.1354	10.3594	9.2615	9.1896	9.7636	10.3457	9.2454	9.0952	10.5155	11.2408	9.6653	9.742
GS1_SS_05455_18819	SCCCRT1003H09.g	.	.	Unknown protein	U-box domain-containing protein 63; Plant U-box protein 63	13.452	13.7985	11.6668	11.2568	13.3382	13.942	12.1731	11.5871	13.4198	13.6384	11.9926	11.8505
GS1_SS_05454_09516	SCBGLR1002C03.g	.	.	.	Protein DEHYDRATION-INDUCED 19 homolog 2 (OsDi19-2)	15.455	15.3107	14.1709	14.7062	15.4336	15.7649	14.4901	15.0435	15.5425	15.8353	14.4076	14.7524
GS1_SS_00887_03911	SCQSRT2033G08.g	Unknown	uncharacterized	.	RecName:Uncharacterized protein ORF3	10.0069	9.58	6.5543		8.1721	7.7255			6.9855			
GS1_SS_00890_18656	SCCCRZ2001A10.g	.	.	Inositol	inositol kinase	13.0745	13.2513	11.8874	11.7789	13.1329	13.4291	12.6397	11.8902	12.5119	12.9155	12.4268	12.3235
GS1_SS_00880_09748	SCJLRZ1023B09.g	.	.	.	Transcription factor GAMYB; OsGAMyb	8.9256	9.3273	6.5274	6.8327	9.1862	9.4964		7.0191	8.8533	8.873		
GS1_SS_00886_16905	SCCCSB1004B05.g	.	.	No matches	Arginine/serine-rich protein 45	11.7099	11.9865	11.8256	11.4901	13.0964	12.1151	13.0763	12.0666	12.5095	12.5917	11.9179	11.7161
GS1_SS_00893_15863	SCJFRZ1007A10.g	.	.	Stress	Water stress	13.8943	13.6814	13.4892	13.8728	14.4047	13.9484	13.58	14.3576	14.5902	14.186	14.0489	14.6974
GS1_SS_00894_14222	SCRLLR1038D02.g	Unknown	uncharacterized	.	RecName:Serine/arginine repetitive matrix protein 2; AltName:300 kDa nuclear matrix antigen; AltName:Serine/arginine-rich splicing factor-related nuclear matrix protein of 300 kDa; Short=SR-related nuclear matrix protein of 300 kDa; Short=Ser/Arg-related nuclear matrix protein of 300 kDa; AltName:Splicing coactivator subunit SRm300; AltName:Tax-responsive enhancer element-binding protein 803; Short=TaxREB803	12.7769	11.9252			13.4364	11.8708			13.0886	11.9435		
GS1_SS_00891_09071	SCRFLR1055D06.g	.	.	.	RNA polymerase II subunit A C-terminal domain phosphatase (CTD phosphatase fcp1)	11.8517	12.1625	10.6049	10.4297	11.829	12.136	10.7161	10.8307	11.7181	11.986	10.55	10.5734
GS1_SS_23499_16674	SCVPCL6061A06.g	Carbohydrate metabolism	Transferase family	Carbohydrate metabolism	Glucose 1-phosphate adenylyltransferase (large subunit)	6.6791	7.3973	8.2721	7.705	7.5122	7.8619	10.1212	7.8602			7.4466	6.9968
GS1_SS_00876_18113	SCQGLR1019H07.g	Cell wall metabolism	cell wall differentiation	Cell wall	glycosyltransferase family 47	12.1467	12.3534	9.6143	9.1007	12.755	11.9886	9.4413	9.0745	13.1055	12.7176	11.0405	10.0503
GS1_SS_00878_14948	SCCCCL6002G07.g	.	.	other	MscS family inner membrane protein ynaI MscS family inner membrane protein ynaI	12.0686	12.3815	10.055	9.9699	11.8843	12.423	10.1621	10.0488	11.8601	12.093	9.5993	9.5137
GS1_SS_23489_10585	SCEZHR1047B03.g	.	.	.	Uncharacterized tRNA/rRNA methyltransferase slr0992	11.6831	11.3505	13.8011	13.558	11.1665	11.95	11.8778	13.8441	11.3409	11.9662	12.9657	13.0004
GS1_SS_23488_07450	SCEPFL3085F03.g	Unknown	Uncharacterized	.	.	11.5538	10.0351	9.923	9.8473	11.2841	10.3355		10.1866	10.5191	9.3092	8.3611	8.2641
GS1_SS_23491_06487	SCSFSB1071D07.g	.	.	.	.	8.576	8.6482	6.2897	8.6954	8.5804	8.8234	9.17	7.1476	7.617	7.9347		8.7805
GS1_SS_23490_08758	SCCCLR1065H05.g	.	.	.	.	11.7679	12.8815	11.731	12.1626	12.3582	13.1507	12.0755	12.2053	12.2793	13.4734	11.8387	12.162
GS1_SS_23495_13798	SCCCRZ1002G11.g	.	.	.	.	12.6264	12.9017	11.0051	10.8616	12.895	13.0356	10.4723	11.5392	12.399	12.723	10.8497	10.859
GS1_SS_23493_13245	SCBGFL3094D07.g	.	.	.	.	6.1576		6.3247	6.7511	6.7779		7.5567	6.9478	7.0385			6.8551
GS1_SS_23497_10219	SCCCLB1002E02.g	DNA metabolism	phosphoribosyltransferases	.	RecName:Translation initiation factor IF-2	13.7999	10.8094	7.0032		13.8368	11.3584	8.6034	7.7351	13.7438	10.952	8.2122	7.0011
GS1_SS_23496_12043	SCUTLR1037E10.g	.	.	.	Peptide methionine sulfoxide reductase msrB; Peptide-methionine (R)-S-oxide reductase	12.7598	12.5422	14.3748	14.7726	13.3947	13.1021	16.1604	15.0866	12.5381	12.5984	13.4583	14.143
GS1_SS_23486_10004	SCRULB1058F08.g	Unknown	Uncharacterized	.	WD repeat-containing protein 44; Rabphilin-11; Rab11-binding protein	10.533	10.8552	9.1777	9.2483	10.9999	10.9654	9.3909	9.9425	10.1617	10.1253	9.3101	9.387
GS1_SS_23503_17871	SCJFRZ2031F05.g	Nucleotide metabolism	Reductase	Nucleic acid metabolism	DNA replication	15.1008	13.2686	11.7495	11.0731	14.8491	13.1505	10.5397	11.9676	15.5526	13.4235	11.7856	10.9387
GS1_SS_23502_12435	SCRUFL1118C04.g	.	.	.	.	11.6224	11.2052	7.4099		12.0777	11.6015		8.1946	11.5724	10.674		
GS1_SS_23504_08400	SCJLST1024H08.g	.	.	.	.	12.4172	13.2217	11.4708	11.7684	12.3234	13.5756	10.6425	11.6761	11.8321	13.0626	11.7287	11.9414
GS1_SS_23508_17669	SCJFRZ2026F12.g	.	.	No matches	.	12.397	12.5061	12.3492	12.4283	12.8128	12.8636	11.6754	12.2656	12.507	13.0272	11.5416	11.8396
GS1_SS_23507_04514	SCCCLR1070H05.g	Cytoskeleton and vesicle trafficking	.	.	Secretory carrier-associated membrane protein 6; Secretory carrier membrane protein 6	12.974	13.6012	9.2172	9.2457	13.6546	13.9654	10.2337	10.1902	13.4554	13.9659	10.1362	10.166
GS1_SS_23512_21384	SCBFLR1083G06.g	Signal Transduction	kinase/phosphatase	Protein kinase	MAPK/MAPKK/MAPKKK	7.6655	6.5367	9.3932	8.404	6.1959	6.8114	9.131	8.6472	7.9831	7.17	11.1179	9.9776
GS1_SS_23511_07438	SCVPRZ2035E07.g	.	.	.	.	10.2609	9.5168	8.5339	7.9841	9.5896	9.6562	7.1277	9.1297	10.5672	9.3989	8.0546	7.4154
GS1_SS_00841_15701	SCQGLB1039D01.g	.	.	Stress	RecName:Protodermal factor 1; Flags: Precursor	6.5206				6.8472	7.1478			7.2628			
GS1_SS_00843_11951	SCCCCL6001A07.g	.	.	.	RecName:Methyl-CpG-binding domain-containing protein 9; Short=AtMBD9; Short=MBD09; AltName:Histone acetyl tranferase MBD9; AltName:Methyl-CpG-binding protein MBD9	7.5067	7.0385			7.5317	7.6774						
GS1_SS_00840_07262	SCJLST1022H03.g	.	.	.	Zinc finger CCCH domain-containing protein 25; OsC3H25	12.0127	12.2272	10.0728	10.4688	11.7868	12.3116	11.3012	10.618	11.6062	12.0555	9.3185	9.7668
GS1_SS_00848_18288	SCVPRZ3025G09.g	Hormone biosynthesis	Reductase	Hormone biosynthesis	jasmonic acid	8.2229	7.3847	7.1938	7.1619	9.4066	8.6045	9.3699	8.7375	9.9935	9.3884	8.9483	8.4338
GS1_SS_00850_09555	SCBGLR1120C11.g	.	.	.	Aspartic proteinase nepenthesin-1; Nepenthesin-I;	10.4147	9.9637			11.5648	9.8427			10.8902	8.5633		
GS1_SS_00846_08805	SCQSAD1058H01.g	.	.	.	RecName:Probable monodehydroascorbate reductase, cytoplasmic isoform 2; Short=MDAR 2	12.1009	12.1761	14.1896	14.1549	11.5565	12.1686	13.1763	14.1453	12.1185	11.9835	13.8258	13.6164
GS1_SS_00847_08886	SCQGST1034F02.g	.	.	.	.	11.5691	11.6525	9.1485	9.8052	11.3276	11.784	10.6822	9.5528	11.2658	11.4034	10.0824	10.3198
GS1_SS_23466_08993	SCMCFL5011C04.g	Transport	transporter	.	S-adenosylmethionine mitochondrial carrier protein; Mitochondrial S-adenosylmethionine transporter; Solute carrier family 25 member 26	11.1785	11.3262	10.8022	11.7407	11.1614	11.7075	13.0134	11.6524	11.3325	11.6032	11.1569	12.1945
GS1_SS_23463_16694	SCEZLB1014H10.g	.	.	Cell cycle	RNA Pol II	10.5496	10.3378	9.884	10.4268	10.9921	10.4901	10.4682	10.6206	10.7721	10.9413	9.8908	10.6906
GS1_SS_25831_04722	SCBFSD2035E01.g	.	.	.	.			6.4302	6.0735					7.1494		6.7795	
GS1_SS_25834_09441	SCQGSD2045D09.g	.	.	.	RecName:Nucleolin 1; AltName:Protein NUCLEOLIN LIKE 1	7.2335	7.5996			7.3666	7.9192			7.2157			
GS1_SS_23467_08756	SCCCAM1073D01.g	.	.	.	.	14.7911	15.0242	10.6974	10.7495	15.3521	15.1721	9.8032	11.2959	15.0493	15.1994	10.8532	11.1344
GS1_SS_23454_20705	SCUTFL3073E12.g	.	.	Unknown protein	.	6.7337	7.3346			6.6395	8.3767						
GS1_SS_25825_11188	SCSFRT2072F08.g	.	.	.	.	10.7799	10.6995	8.6305	7.9717	10.3199	10.7522		8.946	10.7787	10.8387	8.1304	7.5793
GS1_SS_23456_12958	SCEZLR1052G06.g	Unknown	uncharacterized	.	.	12.9735	14.4029	12.7165	13.3943	14.0705	15.4024	14.7954	14.2064	11.9149	14.1712	11.7342	12.4795
GS1_SS_25817_09935	SCEZSD1079C10.g	.	.	.	Protein RUPTURED POLLEN GRAIN 1	7.2336	7.005			7.797	7.0949			7.4066			
