probe_name	transcript_name	function	structural	category	sub category 1	A1V2E3_0.80.c	A1V2E3_0.80.t	A1V2E5_0.80.c	A1V2E5_0.80.t	A1V2E6_0.80.c	A1V2E6_0.80.t
GS1_SS_02054_10212	SCEPAM1051A12.g	.	.	Library-specific	By domain		6.9475	8.9236	9.0069	8.6753	7.6778
GS1_SS_02061_17567	SCEPAM1051E08.g	.	.	Carbohydrate metabolism	CMP-sialic acid transporter (CMP-Sia-Tr) (CMP-SA-Tr)	9.4235	9.4096	11.2829	11.43	11.0914	11.1165
GS1_AS_33333_17261	SCUTRZ3102A06.g	Cell wall metabolism	Other glycan degradation	Cell wall	beta-1,3-glucanase Glycosyl hydrolases family 17	8.0144	8.014	8.6287	8.7366	8.7121	8.6749
GS1_SS_02063_20067	SCCCLR2002C04.g	.	.	Ubiquitination	.			6.4109	6.4903		
GS1_SS_02056_13310	SCVPLB1015D09.g	.	.	.	RecName:Serine/arginine repetitive matrix protein 1; AltName:Plenty-of-prolines 101	11.4882	11.4928	13.6063	13.0332	13.1244	13.4621
GS1_SS_02058_10531	SCEPAM1051D06.g	.	.	.	.	8.2831	7.463	7.9784	7.5404	8.507	6.6514
GS1_SS_02005_20923	SCEPAM1017E02.g	.	.	Receptors	receptor Ser/Thr kinase			6.6405	6.5448		6.5604
GS1_SS_02006_19785	SCEPAM1023F01.g	.	.	No matches	.	7.176	7.3535	9.0591	8.8998	7.9249	8.7931
GS1_SS_01999_02681	SCEPAM1022G12.g	Protein metabolism	.	.	Palmitoyltransferase swf1	8.0088	8.0156	10.0254	10.7654	9.3885	10.6683
GS1_SS_02000_01401	SCJFRZ2010C10.g	Unknown	uncharacterized	.	.	8.428	7.8293	10.8736	8.7513	9.6172	8.2382
GS1_SS_02011_04430	SCEPAM1024B12.g	.	.	.	RecName:Translation initiation factor IF-2 RecName:Translation initiation factor IF-2 RecName:Translation initiation factor IF-2	7.5453	7.5995	8.2563	9.1731	9.1604	9.596
GS1_SS_02008_10627	SCEPAM1023G09.g	Unknown	uncharacterized	.	.	8.893			11.4074	9.9948	10.1833
GS1_SS_02010_10791	SCVPCL6042H01.g	Unknown	uncharacterized	.	RecName:Splicing factor 1; AltName:Mammalian branch point-binding protein; Short=BBP; Short=mBBP; AltName:Transcription factor ZFM1; AltName:Zinc finger gene in MEN1 locus; AltName:Zinc finger protein 162	10.9902	10.9111	13.2544	11.0155	13.0817	9.769
GS1_SS_01996_09312	SCQSRT1035A08.g	.	.	.	DNA replication complex GINS protein PSF1; GINS complex subunit 1	11.088	10.9285	11.4221	11.5921	12.0327	10.8253
GS1_SS_01998_09521	SCEPAM1022G10.g	.	.	.	.	11.1853	11.3488	12.8051	12.9794	12.7182	13.0765
GS1_SS_01995_16281	SCEPLR1051D02.g	.	.	Cell cycle	Prefoldin subunit 1	11.0004	10.7009	12.256	12.4932	11.7442	12.4375
GS1_SS_24597_12226	SCJLLR2013F11.g	Phorphyrin and chlorophyll metabolism	oxygenase	.	RecName:Probable inactive heme oxygenase 2, chloroplastic; Flags: Precursor	8.608	7.9112	11.1985	8.7382	10.3181	8.9629
GS1_SS_24596_08953	SCSBRZ3120A04.g	Unknown	uncharacterized	.	.	8.7745	9.0747	10.537	9.5061	9.2264	7.9674
GS1_SS_24602_09563	SCCCLB2009C07.g	.	.	.	.	9.4211	9.7647	11.4076	10.3376	11.2536	9.9717
GS1_SS_24601_11651	SCCCLB2009C06.g	.	.	.	DNA polymerase subunit delta-4 (DNA polymerase subunit delta p12)	9.7819	9.5906	11.2321	9.8869	10.4494	8.7189
GS1_SS_24603_13671	SCCCLB2009F12.g	Others	.	.	RecName:Coilin; AltName:Sphere organelles protein SPH-1; Short=Sphere protein 1	8.1874	8.0725	11.2518	10.4019	9.8442	9.4537
GS1_SS_24593_08755	SCJLRT1016B01.g	Unknown	uncharacterized	.	.	13.6509	13.6195	14.2159	16.7117	13.6343	17.6365
GS1_SS_24594_02837	SCBGAM1090F08.g	Unknown	no matches	.	.	6.8161	7.2018	7.2033	8.6429	7.516	8.8102
GS1_SS_02029_09295	SCEPAM1024G07.g	.	.	.	Endoribonuclease Dicer homolog; Protein CARPEL FACTORY; Protein SHORT INTEGUMENTS 1; Protein SUSPENSOR 1	8.1471	8.6809	9.7193	10.5873	9.3412	10.3824
GS1_SS_02030_13001	SCEPAM1024G08.g	.	.	.	.			6.6925	6.5234		6.5
GS1_SS_02026_18921	SCEPAM1024G02.g	Signal Transduction	GTPase	Protein metabolism	GTP-binding protein typA (Tyrosine phosphorylated protein A)	15.4489	15.6471	15.8762	15.152	16.8885	12.793
GS1_SS_02028_20679	SCEPAM1024G05.g	.	.	Protein kinase	.	9.1365	9.14	9.8285	10.4664	9.8045	10.2177
GS1_SS_02031_18952	SCEPAM1024G11.g	.	.	Secondary metabolism	molybdopterin biosynthesis protein			6.3476	6.3957		
GS1_SS_02032_08594	SCEPAM1050A01.g	.	.	.	.	9.8972	9.9602	11.3498	11.5313	11.3914	11.2793
GS1_SS_02018_16242	SCQGLR2025E03.g	.	.	Transcription Factor	WRKY	10.0425	10.5909	12.4673	12.601	12.3705	12.1736
GS1_SS_02019_21891	SCCCLR1024E02.g	RNA metabolism	uncharacterized	Stress	Water stress	9.3178	9.7199	11.2814	11.4229	11.1554	10.5533
GS1_SS_02016_05946	SCEPAM1024D10.g	.	.	.	.			6.6471	7.1571		6.742
GS1_SS_19630_19036	SCEPRZ3045D08.g	Transport	K transport	Transporters	K+ potassium transporter (K_trans)	10.5866	11.033	12.0575	14.1673	11.5756	14.6749
GS1_SS_22206_04937	SCJFRZ2005B05.g	Unknown	uncharacterized	.	RecName:Serine/arginine repetitive matrix protein 2; AltName:300 kDa nuclear matrix antigen; AltName:Serine/arginine-rich splicing factor-related nuclear matrix protein of 300 kDa; Short=SR-related nuclear matrix protein of 300 kDa; Short=Ser/Arg-related nuclear matrix protein of 300 kDa; AltName:Splicing coactivator subunit SRm300; AltName:Tax-responsive enhancer element-binding protein 803; Short=TaxREB803		6.4857	9.729	6.689	9.1797	
GS1_SS_22203_13884	SCRLFL4004A11.g	.	.	.	RecName:Probable LRR receptor-like serine/threonine-protein kinase At2g16250; Flags: Precursor	8.3708	8.3183	10.4688	9.9058	9.1552	10.046
GS1_SS_19631_12101	SCRFFL1033B07.g	.	.	.	RecName:Nicotinamide adenine dinucleotide transporter 1, chloroplastic; Short=AtNDT1; AltName:NAD(+) transporter 1	8.5938	9.1417	10.6113	11.6938	10.6589	11.1613
GS1_SS_19632_09187	SCBFSB1045E11.g	.	.	.	Putative phospholipid-transporting ATPase 4 (Aminophospholipid flippase 4)	10.2307	10.4241	11.5724	12.3245	11.5683	12.315
GS1_SS_22207_02141	SCCCCL7037F12.g	.	.	.	Thioredoxin H-type; Trxh4	13.2627	13.0833	13.8151	14.5694	13.9912	14.1239
GS1_SS_19633_08663	SCAGCL6013G04.g	Carbohydrate metabolism	Nucleotide sugar synthesis, conversion and transport	Cell wall	UDP-D-glucuronate decarboxylase	11.7897	11.9054	13.5684	13.7791	13.5478	13.58
GS1_SS_19636_08977	SCJFRT2057D06.g	.	.	.	.	11.9839	12.1364	14.0757	13.0586	13.3525	13.1745
GS1_SS_22194_07247	SCUTSB1076C03.g	Unknown	no matches	.		8.8776	9.159	8.9957	10.1557	10.0329	10.2788
GS1_SS_19623_17113	SCRFLR2034A04.g	.	.	G protein	alpha	9.8094	9.8003	10.7589	11.6567	10.9721	11.02
GS1_SS_22198_09140	SCSGFL4C03F09.g	.	.	.	.	10.6406	11.2668	12.6723	12.9907	11.944	13.2
GS1_SS_22202_09395	SCCCCL6C02A10.g	.	.	.	Protein phosphatase 2C ABI1; PP2C ABI1; Protein ABSCISIC ACID-INSENSITIVE 1	8.4881	8.656	11.0056	10.9421	9.7385	11.3821
GS1_SS_19628_09348	SCBFAD1090F07.g	Others	uncharacterized	.	WD repeat-containing protein 42A	11.0438	10.853	11.2977	12.0741	11.8043	11.4565
GS1_AS_21771_07528	SCRLAD1138E02.g	Unknown	.	.	RecName:Glutathione S-transferase T3; Short=AtGSTT3; AltName:GST class-theta member 3; AltName:Glutathione S-tranferase 10C	12.2792	12.3985	13.8729	13.561	13.3837	13.3769
GS1_SS_22235_07135	SCVPAM1059A07.g	.	.	.	Endothelin-converting enzyme 2; ECE-2; Includes: Methyltransferase-like region; Includes: Endothelin-converting enzyme 2 region	7.2011	7.3616	8.4599	8.3312	8.0831	7.7735
GS1_SS_19644_11489	SCUTRZ2022C11.g	Unknown	no matches	.			6.2594	6.88	6.9318		6.8444
GS1_SS_19645_12027	SCBFAD1091E04.g	.	.	.	Histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH4; Histone H3-K9 methyltransferase 4; H3-K9-HMTase 4; Suppressor of variegation 3-9 homolog protein 4; Su(var)3-9 homolog protein 4; Protein KRYPTONITE; Protein SET DOMAIN GROUP 33	6.5226	6.8222	7.7199	8.1038	7.3742	7.9626
GS1_SS_22234_16014	SCMCCL6052H01.g	Carbohydrate metabolism	uncharacterized	Carbohydrate metabolism	Fructose and Mannose Metabolism	14.8975	14.7479	15.8597	16.4201	15.4987	16.8631
GS1_SS_19648_08277	SCBFAD1091H07.g	.	.	.	GATA transcription factor 4 (AtGATA-4)	10.5956	9.2328	12.4103	9.4102	10.8539	10.3145
GS1_SS_22218_11918	SCSGFL4C05D10.g	Unknown	no matches	.	.	10.1224	9.5784	10.205	7.8613	11.2979	
GS1_SS_22221_18879	SCUTLR1037A03.g	.	.	Cell cycle	G1/S-specific cyclin C-type	12.8348	12.7462	13.7845	14.2232	14.0867	14.1387
GS1_SS_22219_11217	SCRLFL4058F07.g	.	.	.	.	9.7836	9.5066	10.9075	10.5632	10.5974	10.3329
GS1_SS_19639_02198	SCCCRT2001G07.g	Others	.	.	RecName:MAU2 chromatid cohesion factor homolog; Short=MAU-2; AltName:Cohesin loading complex subunit SCC4 homolog	12.1986	12.4517	14.5775	14.5789	14.2894	14.3017
GS1_SS_22227_14421	SCBGAD1027C12.g	.	.	Receptors	Receptor Ser/Thr kinase-unclassified	9.7237	9.7011	12.0081	11.7618	11.1859	11.6511
GS1_SS_22223_13208	SCSGFL4C05B11.g	Transport	transporter	.	Metal transporter Nramp6; AtNramp6	7.0616	7.3393	7.101	8.4641	7.692	8.4306
GS1_SS_19642_12046	SCQGLR1062D07.g	.	.	.	Probable RNA-binding protein EIF1AD; Eukaryotic translation initiation factor 1A domain-containing protein	11.7504	11.3412	13.9091	12.9287	13.4386	13.0457
GS1_SS_22233_17800	SCVPFL3040D12.g	.	.	Transcription Factor	Probable histone acetyltransferase HAC-like 3	6.5644		7.7904	8.1378	7.1081	7.9393
GS1_SS_19643_04322	SCJFRT1059F07.g	.	.	.	SAC domain-containing protein 3; FIG4 homolog	10.2169	10.4455	11.1716	12.9796	11.5109	13.6231
GS1_SS_22231_07125	SCVPLR2005A02.g	Unknown	.	.	.	9	8.8281	9.019		9.5082	
GS1_SS_19595_11866	SCEPAM2054B10.g	.	.	.	RecName:Putative protein TPRXL			8.8193	9.2	8.34	8.5431
GS1_SS_22167_10467	SCSBST3099D05.g	Signal Transduction	.	Inositol	Other	11.7951	11.354	14.047	13.5777	13.6854	13.1175
GS1_SS_19596_14408	SCCCLR1C04B11.g	Others	uncharacterized	.	UPF0061 protein AZOSEA38000	11.9029	12.0711	12.914	13.7017	12.8889	13.4108
GS1_SS_22166_06449	SCCCFL6001H04.g	.	.	.	.	7.5494	7.6228	6.548			6.6092
GS1_SS_19597_21465	SCMCLR1123E02.g	.	.	Transporters	K+ potassium transporter	13.3973	13.5458	14.3392	15.3807	14.7645	15.445
GS1_SS_22170_06965	SCRLFL1004F12.g	.	.	.	Kinetochore protein spc25			7.5446	7.3861	8.1214	6.7618
GS1_SS_24586_05304	SCBGLR1095B10.g	.	.	.	Biogenesis of lysosome-related organelles complex 1 subunit 1 (BLOC-1 subunit 1) (GCN5-like protein 1) (Protein RT14 homolog)	10.8799	10.6678	11.3933	11.3475	11.8727	11.1705
GS1_SS_19598_12016	SCSGST1072B02.g	Signal Transduction	kinase/phosphatase	Receptors	Receptor Ser/Thr kinase	7.2961	8.1126	9.4614	10.705	9.3326	10.5746
GS1_SS_22174_08935	SCUTST3127C10.g	.	.	.	.	7.8206	7.8466	9.1294	9.8452	9.2691	8.8675
GS1_SS_22173_05740	SCCCCL6024F08.g	.	.	.	Sphingoid long-chain bases kinase 1; LCB kinase 1; AtLCBK1; Sphingosine kinase 1	9.7106	8.86	10.7675	11.578	11.2256	11.2645
GS1_SS_24589_21407	SCBFLR1039D09.g	.	.	Nucleic acid metabolism	regulation of transcription from Pol II promoter	8.8824	8.5613	10.6134	9.7721	10.0356	9.2492
GS1_SS_19601_00339	SCSBAD1087C07.g	.	.	.	RecName:Protein DDB_G0276689			7.8361	8.2641	7.4682	7.6638
GS1_SS_24575_18337	SCJLLR1103H01.g	Signal Transduction	kinase/phosphatase	Carbohydrate metabolism	Galactose metabolism	9.186	10.0016	11.907	14.7441	10.9243	16.2848
GS1_SS_22161_12137	SCCCFL6002C02.g	Others	synthase	.	Bifunctional 3-phosphoadenosine 5-phosphosulfate synthetase 2; PAPS synthetase 2; PAPSS 2; Sulfurylase kinase 2; SK 2; SK2; Includes: Sulfate adenylyltransferase; Sulfate adenylate transferase; SAT; ATP-sulfurylase; Includes: Adenylyl-sulfate kinas	11.1754	11.4016	13.1299	10.6772	13.2732	9.4956
GS1_SS_24573_06124	SCRFLB2058F01.g	.	.	.	.	9.943	10.4162	11.9082	12.1265	10.9979	12.1367
GS1_SS_22164_14181	SCCCFL6001F10.g	.	.	.	RecName:Uncharacterized membrane protein At4g09580	12.6209	12.3984	13.4637	13.2431	14.6163	13.1925
GS1_SS_19592_13573	SCEPAM1051D11.g	.	.	.	Acyl-CoA-binding domain-containing protein 2 OS=Arabidopsis thaliana GN=ACBP2 PE=1 SV=1 	12.9913	12.8877	13.7057	14.0461	14.4647	14.4625
GS1_SS_19594_08468	SCVPRT2083C06.g	.	.	.	RING-H2 finger protein ATL3A	9.2985	7.6677	9.1342	10.0066	10.0504	9.3876
GS1_SS_22162_08646	SCCCCL6001A06.g	.	.	.	.	12.8941	12.9167	14.3867	14.5679	14.2541	14.7767
GS1_AS_21707_20458	SCACAD1039E02.g	Others	uncharacterized	Stress	Water stress	6.8514	7.323	6.9399	7.2075		7.1943
GS1_SS_22184_12567	SCCCLR1069D07.g	.	.	.	Myosin-3; Myosin heavy chain 3; Myosin heavy chain, fast skeletal muscle, embryonic	10.9413	11.0273	12.3763	12.3245	12.3362	11.5965
GS1_SS_19612_14416	SCBFAD1089C07.g	Carbohydrate metabolism	.	Cell wall	Glycosyl transferase family 8 (cell wall metabolism, starch metabolism or  lipopolysaccharide biosynthesis)	8.2772	8.2257	10.5257	10.5675	10.4263	10.1991
GS1_SS_19616_11620	SCBGLR1115A11.g	AminoAcid and nitrogen metabolism	hydrolase	.	Probable 3-hydroxyisobutyryl-CoA hydrolase 2	9.6408	9.5052	11.5247	12.5216	10.2818	13.0996
GS1_SS_22187_18082	SCCCCL4005B04.g	Others	uncharacterized	Nitrogen metabolism	Myosin heavy chain (Fragment)	11.1383	11.3796	13.5527	15.0619	13.1403	14.9809
GS1_SS_19617_10757	SCBFAD1089E02.g	.	.	.	.	9.5609	9.5476	9.9844	10.2863	9.9209	10.8019
GS1_SS_22185_09919	SCCCAM1C09G11.g	Others	transcription factor	.	Homeobox-leucine zipper protein HOX29; Homeodomain transcription factor HOX29; HD-ZIP protein HOX29; OsHox29	10.9917	10.5886	10.4874	14.2107	11.4531	13.4308
GS1_SS_19618_15748	SCCCCL4013H06.g	.	.	Secondary metabolism	coproporphyrinogen III oxidase	13.3565	13.6464	16.113	13.3556	15.2493	13.2678
GS1_SS_19619_05717	SCVPAM1055F12.g	Unknown	.	.	.	8.4059	8.3542	10.1134	8.6547	9.4242	7.1231
GS1_SS_22189_19735	SCCCLR1066B09.g	.	.	Nucleic acid metabolism	regulation of transcription, DNA-dependent	12.6742	12.1128	15.2259	13.4166	14.3102	12.7
GS1_SS_22176_13244	SCEQLR1050C01.g	Unknown	.	.	RecName:Proline-rich protein 2; AltName:Proline-rich protein MP-3; Flags: Precursor	6.75	6.8664	7.643	8.1872	7.8492	8.4589
GS1_SS_19603_19941	SCJFRT2059G11.g	.	.	Amino acid metabolism	histidinol dehydrogenase	6.5701	7.0088	8.5313	7.521	7.3894	8.1339
GS1_SS_22177_00748	SCRFLR2037H07.g	Unknown	.	.	.	8.3127	7.9802	10.2457	10.1256	8.4804	10.7772
GS1_SS_22180_10771	SCMCRT2089A07.g	.	.	.	Probable splicing factor 3 subunit 1	12.735	12.8679	14.8326	14.2581	14.2418	14.0574
GS1_SS_19610_06699	SCBFAD1089A02.g	.	.	.	Cdc42 effector protein 1; AltName:Binder of Rho GTPases 5; AltName:Serum protein MSE55	10.0494	9.9992	11.4051	10.8647	10.8343	10.7573
GS1_AS_32604_21175	SCUTRZ2023C03.g	Cell wall metabolism	cell wall differentiation	Cell wall	Mannan endo-1,4-beta-mannosidase			7.3685	7.2798		8.0192
GS1_AS_21721_04821	SCJFRZ3C03H10.g	Others	.	.	RecName:Serine/arginine repetitive matrix protein 1	7.0622	6.9503		7.9484	7.8633	6.7857
GS1_SS_19568_16501	SCEQLB1068G07.g	.	.	Carbohydrate metabolism	Glyceraldehyde-3-phosphate dehydrogenase	17.831	18.0471	17.9977	17.0142	18.4943	14.7192
GS1_SS_01960_18681	SCEPAM1020C06.g	.	.	Protein metabolism	Protein transport protein SEC61 gamma subunit	13.0419	12.9565	14.0263	14.6125	13.9633	15.0998
GS1_SS_01962_00864	SCEPAM1020D10.g	Unknown	.	.	RecName:Syntaxin-43; Short=AtSYP43	10.7858	10.8269	11.7997	12.6765	12.2964	12.5587
GS1_SS_01957_10309	SCCCLR1070G05.g	.	.	.	Enolase-phosphatase E1 (2,3-diketo-5-methylthio-1-phosphopentane phosphatase) (MASA homolog)	13.7825	13.8592	14.777	14.7511	15.3342	14.423
GS1_AS_21597_02531	SCJFRZ2010F04.g	.	.	.	Tartrate-resistant acid phosphatase type 5; TR-AP; Tartrate-resistant acid ATPase; TrATPase; Acid phosphatase 5, tartrate resistant;	7.169	7.1506	7.7116	7.5843	8.4402	
GS1_SS_01959_11855	SCEPAM1020C02.g	.	.	.	.	7.9789	7.5658	10.5681	8.6562	8.9706	8.2688
GS1_SS_24545_10398	SCRLRT3035B02.g	.	.	.	Zinc finger CCCH domain-containing protein 28; OsC3H28	7.0913	7.3527	8.9125	9.4605	8.6929	9.6433
GS1_SS_19552_04518	SCCCLR1078F10.g	.	.	.	RecName:Uncharacterized protein DDB_G0271670; Flags: Precursor	10.2675	10.3722	11.7787	12.0616	11.6063	12.1113
GS1_SS_22120_10198	SCEQRT3C04D05.g	Signal Transduction	kinase/phosphatase	.	.	7.1494	6.8819	7.7802	12.2198	7.8431	11.3603
GS1_SS_22118_14329	SCCCST2002B02.g	.	.	.	RNA-binding protein 5; RNA-binding motif protein 5; Tumor suppressor LUCA15	8.9565	9.4465	9.9473	10.9658	9.9918	11.3558
GS1_SS_19554_14372	SCSBAD1053B06.g	.	.	.	.	11.6615	11.5083	13.8405	12.7041	12.8365	12.0887
GS1_SS_24541_12529	SCQGRT1039E04.g	.	.	.	Protein phosphatase 1 regulatory subunit 7; Protein phosphatase 1 regulatory subunit 22	11.5839	11.4291	12.4147	13.2967	12.784	13.6443
GS1_SS_22125_13327	SCCCLB1024A01.g	Unknown	.	.	Uncharacterized GPI-anchored protein At4g28100;	9.9388	9.576	10.6856	10.5774	10.8301	10.8896
GS1_SS_19555_09475	SCMCRT2107A11.g	.	.	.	RecName:Keratin-associated protein 5-5	10.6898	10.9034	12.9344	13.7121	12.7515	13.9239
GS1_SS_24551_12899	SCCCLB1024G12.g	.	.	.	Glucosidase 2 subunit beta precursor (Glucosidase II subunit beta) (Protein kinase C substrate, 60.1 kDa protein, heavy chain) (PKCSH) (80K-H protein) (Vacuolar system-associated protein 60) (VASAP-60)	10.4519	10.6142	12.1745	12.4959	11.8909	12.7342
GS1_SS_22122_04384	SCUTFL1055A08.g	.	.	.	Protein SPA1-RELATED 2 OS=Arabidopsis thaliana GN=SPA2 PE=1 SV=2 	8.1026	8.2145	8.5281	10.0594	9.7104	8.6264
GS1_SS_24550_07650	SCVPFL1069H03.g	.	.	.	.	10.7016	11.0709	12.1779	13.3721	12.2614	13.457
GS1_SS_19556_05422	SCEQLB1068H02.g	.	.	.	Protein EI24 homolog	11.8326	11.7231	12.3397	12.914	12.4601	13.6082
GS1_SS_24553_21252	SCSBRT3036D10.g	.	.	No matches	.	7.1982	7.4579	7.6185	8.6375	8.4921	8.0221
GS1_SS_19558_05858	SCEZAD1082G04.g	.	.	.	Dynamin-related protein 1C; Dynamin-like protein C; Dynamin-like protein 5; Dynamin-like protein DLP1	8.2382	8.3765	10.1197	10.8457	9.9461	11.5998
GS1_SS_22128_00342	SCCCRZ1C01H10.g	Unknown	Uncharacterized	.	Sec14 cytosolic factor (Phosphatidylinositol/phosphatidyl-choline transfer protein) (PI/PC TP) (Sporulation-specific protein 20)	13.5986	13.5881	15.4062	14.7341	14.8452	14.3917
GS1_SS_24552_11497	SCRUFL4020B03.g	.	.	.	RecName:Putative uncharacterized protein DDB_G0287975	9.8605	10.1303	10.9184	10.736	11.2101	10.4266
GS1_SS_19559_12446	SCSBRZ3124H10.g	.	.	.	.		6.3172	8.1728	8.5184	7.9882	7.0983
GS1_SS_22127_14373	SCAGLR2011E06.g	.	.	.	Protein transport protein Sec61 subunit alpha; Secretory 61 complex alpha subunit	11.0025	11.0379	11.9669	12.6611	12.4587	12.5582
GS1_SS_22130_11274	SCUTRZ3102G07.g	.	.	.	RecName:Lateral signaling target protein 2 homolog	9.7614	10.1232	12.5602	12.3843	12.4326	11.9925
GS1_SS_22129_12780	SCJFFL1C05A07.b	.	.	.	.	8.8836	9.4071	9.4347	10.8601	10.0699	10.5811
GS1_SS_24554_00835	SCUTST3128B03.g	Others	plastid-lipid-associated protein	.	Probable plastid-lipid-associated protein 6, chloroplastic; Fibrillin-6; AtPGL30.4; Harpin-binding protein 1; HrBP1;	15.3116	15.1386	16.1249	16.6662	15.7587	17.0966
GS1_SS_19564_14145	SCBGLR1117E10.g	.	.	.	WPP domain-associated protein	10.8318	11.0265	11.7589	12.3528	12.2801	10.934
GS1_SS_24537_12241	SCRLRT3033H08.g	.	.	.	.	9.759	10.3033	11.3668	11.8131	11.1723	11.802
GS1_SS_24540_04673	SCRLRT3034A05.g	.	.	.	.			6.7766	7.3105	6.993	7.3183
GS1_SS_22115_01893	SCRFFL5043G11.g	Others	.	.	Growth-regulating factor 5; Short=OsGRF5; AltName:Transcription activator GRF5			6.4935	6.8071		6.1777
GS1_SS_22114_13493	SCQGFL4080A05.g	Cell wall metabolism	cell wall differentiation	Cell wall	glycosyltransferase family 47	9.4468	9.8107	11.3137	11.3384	10.7504	11.0228
GS1_SS_19549_14509	SCEZAD1081G05.g	.	.	.	Pre-rRNA-processing protein TSR1 homolog			7.0681	6.4238		6.2913
GS1_SS_01969_13542	SCEPAM1020H05.g	.	.	.	RAB GTPase-activating protein 1-like	11.0008	10.3228	12.669	11.9807	12.1585	12.4994
GS1_SS_01968_12523	SCEPAM1020H04.g	.	.	.	RecName:Formin-like protein 5; AltName:OsFH5	10.5974	10.712	12.0933	11.9927	12.1294	12.1829
GS1_AS_31581_15142	SCEQRT2028B11.g	Signal Transduction	.	Pathogenicity	R-genes	8.0334	8.1704	11.5593	11.0329	11.823	11.6456
GS1_AS_21627_06207	SCQGFL3050D03.g	Unknown	.	.	.	9.983	10.1671	11.3678	12.107	11.4105	11.6369
GS1_SS_01972_09933	SCEPAM1020H10.g	.	.	.	Protein FAR-RED IMPAIRED RESPONSE 1 OS=Arabidopsis thaliana GN=FAR1 PE=1 SV=1 	7.2375	7.3569	8.453	8.4685	8.4246	7.6032
GS1_AS_21631_19676	SCCCCL4001H11.g	Carbohydrate metabolism	Fructose/Mannose/Galactose	Cell wall	Beta-galactosidase			6.7672	6.2652		
GS1_SS_01974_11102	SCEPAM1021C03.g	.	.	.	RecName:Formin-like protein 5; AltName:OsFH5	6.9971	6.7132	8.8252	8.387	8.2744	7.1868
GS1_SS_24566_13732	SCAGLB1070A03.g	.	.	.	Protein CutA, chloroplastic; Copper-binding protein CutA; AtCUTA;	8.3	8.3659	10.1967	9.6224	9.5708	9.6475
GS1_SS_22139_03044	SCUTFL1064E08.g	Protein metabolism	methyltransferase	.	tRNA (adenine-N(1)-)-methyltransferase non-catalytic subunit TRM6; tRNA(m1A58)-methyltransferase subunit TRM6; tRNA(m1A58)MTase subunit TRM6	9.938	9.3114	12.2839	12.1068	10.5665	11.6745
GS1_SS_19571_06919	SCSBAD1083H12.g	.	.	.	Polycomb group protein EMBRYONIC FLOWER 2	7.0665	7.1894	8.7174	9.2056	8.9272	9.2317
GS1_SS_22137_19670	SCRFFL1025H02.g	.	.	Cell cycle	retinoblastoma-related	11.9621	11.6793	12.9849	12.7435	12.6849	12.1757
GS1_SS_19573_12038	SCJLRT1019E02.g	.	.	.	Thymus-specific serine protease; Serine protease 16;	8.8741	8.9897	10.4761	11.7827	10.0465	11.2708
GS1_SS_24563_04818	SCCCCL5004D07.g	Others	.	.	RecName:Actin cytoskeleton-regulatory complex protein pan-1	13.2438	12.8821	12.787	10.9155	14.6856	9.1708
GS1_SS_19578_21650	SCCCLR1070D02.g	Light harvesting	Structural protein	Stress	wound-induced	17.9614	18.2656	18.2262	17.153	18.7128	15.5637
GS1_SS_22141_16949	SCSGFL1082A08.g	.	.	Protein metabolism	Nuclear division RFT1 protein	8.4259	8.4939	9.8062	10.735	9.4601	11.0297
GS1_SS_24568_13935	SCQGRT3043B08.g	Unknown	no matches	.		6.9443	7.4216	7.5461	8.8237	8.0378	7.3087
GS1_SS_24567_11142	SCCCLB1003G10.g	Cell wall metabolism	Lignin metabolism	Cell wall	dirigent-like protein	11.3865	11.2483	13.1469	13.0173	13.5769	12.3318
GS1_SS_24571_21542	SCQGRT3045B08.g	Lipid metabolism	Lipoxygenase	Hormone biosynthesis	Jasmonate	7.5788	7.6967	8.8818	9.3929	7.5479	9.0574
GS1_SS_19582_21271	SCSBAD1085B04.g	Signal Transduction	transcription factor	Transcription Factor	MYB-like protein	8.9666	9.1449	7.1822	10.3532	11.0442	7.236
GS1_SS_19585_06540	SCVPCL6039C04.g	Transposable element-related	.	.	.	6.7298	7.1598	7.4802	7.8911	7.4922	8.5372
GS1_SS_22150_00784	SCJLRT1017E07.g	.	.	.	Vesicle-associated membrane protein 711; AtVAMP711; v-SNARE synaptobrevin 7C; AtVAMP7C	13.8524	13.8292	15.0624	15.4442	15.4811	15.3384
GS1_SS_24569_10121	SCQGRT3043F06.g	Others	uncharacterized	.	Protein FBL4	10.4044	11.0724	13.3055	13.738	12.421	12.7631
GS1_SS_19588_16380	SCVPLB1016D01.g	Unknown	Uncharacterized	Amino acid metabolism	Cell division inhibitor	9.7882	10.0374	12.0598	10.0432	12.1635	8.7797
GS1_SS_19590_10944	SCSBAD1086B12.g	.	.	.	.			7.1289	6.7857	7.2342	6.5948
GS1_SS_22152_04467	SCAGFL1089C08.g	.	.	Calcium metabolism	Calcium transport			7.2031	8.8961	7.6739	7.3151
GS1_SS_22131_04288	SCEZRZ1012G04.g	.	.	.	Serine carboxypeptidase-like 45;	7.859	7.8619	9.016	9.5356	9.6792	9.7078
GS1_SS_24555_08612	SCAGAM2125G10.g	.	.	.	PRA1 family protein F3; AtPRA1.F3	9.4373	9.0099	10.8467	12.4341	10.7657	12.5714
